项目类型,项目编号,项目名称,众筹状态,目标金额,实际筹资额,项目支持人数,项目回报种类,最低投资额,项目图片数量,项目进展数,喜欢数,项目结束时间,是否制作视频,最低投资支持人数,预计回报发送时间,"发起人是淘宝还是天猫店铺(描述,服务,物流评价)"
动漫,20057572,【逗岛X伊泰莲娜】正版 原创设计爱逗手链|项链,筹款中,6000.00,2477.00,13,3,139.00,24,0,62,2017/04/01,否,7,60,"淘宝-,,"
动漫,20057595,一本属于我的动画片,筹款中,80000.00,25285.00,297,3,85.00,17,10,1182,2017/04/13,否,293,30,"淘宝-,,"
动漫,20058489,【逗岛×海陆通】正版丨爱逗充电，满格出行,筹款中,50000.00,4628.00,52,3,89.00,14,0,147,2017/04/01,是,52,30,"淘宝-,,"
动漫,20058644,长草颜团子卡通创意智能小夜灯,筹款中,100000.00,113860.00,480,8,58.00,10,0,605,2017/03/23,是,105,7,"淘宝-,,"
动漫,20057842,【逗岛×张小盒】拉杆箱盒我一起去旅行,筹款中,50000.00,4943.00,8,5,499.00,11,0,78,2017/03/29,是,1,30,"淘宝-,,"
动漫,20057580,【匠致心品×漫藤】萌趣石英手表,筹款中,10000.00,15587.34,108,6,99.00,8,4,347,2017/03/15,否,50,20,"淘宝-,,"
动漫,20057814,逗岛—COCLEAN守护天使空气净化器,筹款中,50000.00,58523.00,88,3,329.00,14,0,197,2017/05/01,否,87,30,"淘宝-,,"
动漫,20058351,限量款 初音未来马克杯M1701款,筹款中,20000.00,29068.00,266,3,98.00,11,0,132,2017/03/28,否,165,6,"淘宝-,,"
动漫,20057143,【许愿娃娃】正版搪胶公仔 — 遇见心中的美好,制作中,10000.00,98526.00,888,6,38.00,6,0,226,2017/02/22,否,206,30,"淘宝-,,"
动漫,20057856,囧囧书包 与爱随行 呵护成长,制作中,35000.00,42392.00,566,4,59.00,22,0,1205,2017/02/22,否,266,1,"淘宝-,,"
动漫,20057449,漫能×《画江湖之不良人》官方正版双层反向直杆晴雨伞,筹款中,10000.00,40350.00,376,12,89.00,15,2,867,2017/03/15,否,100,30,"淘宝-,,"
动漫,20057020,《双月之城》正版官方授权周边 新年首发 米炭出品,制作中,5000.00,5561.00,55,7,28.00,5,0,102,2017/03/01,否,20,30,"淘宝-,,"
动漫,20059067,《画江湖之不良人》官方正版龙泉剑模型摆件,筹款中,10000.00,9878.00,76,5,119.00,14,0,166,2017/04/10,否,56,35,"淘宝-,,"
动漫,20058304,火影《忍者之魂》青春纪念版首饰,筹款中,100000.00,6784.00,43,4,99.00,23,0,255,2017/03/27,是,10,40,"淘宝-,,"
动漫,20056993,迪士尼乳胶枕，保护颈椎带来静音舒适好睡眠,制作中,50000.00,434390.70,4384,3,19.90,20,0,6113,2017/02/21,否,2292,10,"淘宝-,,"
动漫,20056983,迪士尼正版授权—《疯狂动物城》主题系列黄金首饰,项目成功,100000.00,765880.00,358,11,880.00,5,7,11476,2017/02/16,是,119,15,"淘宝-,,"
动漫,20055895,哆来咪AR儿歌涂涂乐,筹款中,100000.00,5693.00,91,3,19.50,16,0,124,2017/03/21,是,54,20,"淘宝-,,"
动漫,20058522,初音未来众筹活动 正版周边首发 为您献礼,筹款中,50000.00,38342.40,320,9,76.00,25,0,426,2017/04/10,否,13,30,"-,,"
动漫,20054431,迪士尼45头高档家庭餐具,项目成功,10000.00,10479.00,21,1,499.00,10,4,101,2017/01/17,否,21,5,"淘宝-,,"
动漫,20055859,冷兔官方邮品众筹,项目成功,10000.00,10590.00,100,4,88.00,0,0,263,2017/01/19,否,70,10,"淘宝-,,"
动漫,20055962,艾漫原创出品 激萌柯基 柯PP抱枕 柯PP鼠标垫,制作中,20000.00,21118.00,316,3,48.00,5,0,288,2017/02/12,否,21,50,"淘宝-,,"
动漫,20055208,梁阿渣与蠢室友的那些事  官方正版周边,筹款中,50000.00,9459.00,33,11,188.00,16,0,96,2017/04/11,否,3,30,"-,,"
动漫,20055802,新年[喜物]福袋限量领，过个幸福祥和年,项目成功,50000.00,823156.00,1581,5,169.00,27,0,10012,2017/01/22,否,848,30,"淘宝-,,"
动漫,20055457,2017野兽派任性周历手记&杯垫套装 新年伴手礼,项目成功,50000.00,109986.00,1594,3,69.00,16,0,3070,2017/01/19,否,1594,30,"淘宝-,,"
动漫,20055430,UP喵潮生活记忆枕---感受零压力睡眠,项目成功,20000.00,176677.30,2365,4,19.90,12,0,374,2017/01/13,否,67,10,"淘宝-,,"
动漫,20055007,《画江湖之不良人 》龙泉青瓷与国漫的跨界,项目成功,50000.00,64828.00,306,6,128.00,19,0,169,2017/01/06,否,26,30,"淘宝-,,"
动漫,20054666,这个冬天有你在 囧囧抱枕温暖问世,项目成功,30000.00,30415.00,402,7,35.00,12,0,1096,2016/12/28,否,63,1,"淘宝-,,"
动漫,20056396,一款可以解放 双手的卡通手机壳,项目成功,10000.00,10237.00,83,5,79.00,17,0,94,2017/02/05,否,69,7,"淘宝-,,"
动漫,20055453,“仓央嘉措”官方正版定制周边,项目成功,20000.00,20632.00,138,5,88.00,11,3,174,2017/01/28,否,61,20,"淘宝-,,"
动漫,20056561,飞碟说正版周边兔表弟贴心暖手枕和呆萌兔表弟毛绒公仔,项目成功,10000.00,10204.00,76,3,89.00,1,0,30,2017/02/09,否,18,10,"-,,"
动漫,20053012,长草颜团子移动电源暖手宝，萌化成冬天里的温暖,项目成功,100000.00,106992.00,814,4,78.00,15,0,3447,2017/01/02,是,323,7,"淘宝-,,"
动漫,20053612,樱桃小丸子2017年明信片台历众筹,项目成功,2000.00,5520.00,92,1,60.00,0,0,256,2016/12/25,否,91,5,"淘宝-,,"
动漫,20054135,《你的名字》X漫踪  官方正版授权周边发布,制作中,10000.00,813269.00,9621,13,49.00,10,0,12293,2016/12/17,否,39,7,"淘宝-,,"
动漫,20053875,长草颜团子 2017新年台历礼包萌新首发,项目成功,20000.00,75192.00,2047,2,36.00,24,0,1330,2016/12/28,否,1547,10,"淘宝-,,"
动漫,20052995,Won Teddy泰迪熊 正版新品周边 少女心满满,制作中,10000.00,10897.00,79,9,45.00,5,0,263,2016/12/31,否,46,50,"淘宝-,,"
动漫,20055713,长草颜团子 百变公仔软萌首发,制作中,50000.00,53472.00,444,8,48.00,24,1,2322,2017/02/06,是,127,30,"淘宝-,,"
动漫,20053198,遥控安睡灯 接吻鱼小夜灯 投影灯,项目成功,10000.00,10488.00,276,6,38.00,0,0,305,2016/12/30,否,174,3,"淘宝-,,"
动漫,20054009,新年创意好礼，邪恶又萌化人心的喵星人,制作中,10000.00,17689.00,101,8,35.00,28,0,1826,2017/01/16,否,0,30,"淘宝-,,"
动漫,20053014,贤二【用心】系列树脂公仔-一款唤醒内心的公仔,制作中,10000.00,429711.00,3958,14,20.00,53,0,5496,2016/12/27,是,100,15,"淘宝-,,"
动漫,20052640,哆啦A梦8G早教故事机,制作中,20000.00,612103.00,307,2,49.00,11,0,389,2016/12/25,否,234,8,"淘宝-,,"
动漫,20054450,虽虽酱符录小僵尸 2017年新年台历首发,项目成功,20000.00,142808.00,4152,3,19.00,26,0,1966,2017/01/09,否,157,10,"-,,"
动漫,20051622,【幸运石X黑子的篮球】正版周边众筹,项目成功,20000.00,25464.00,29,9,34.00,15,0,117,2016/12/23,是,6,30,"淘宝-,,"
动漫,20052545,野兽派x小王子 幸福的小王子，回归纯洁与天真,项目成功,10000.00,11664.00,46,6,98.00,9,0,226,2016/12/15,否,27,5,"淘宝-,,"
动漫,20051547,【幸运石 X 名侦探柯南】正版周边众筹,项目成功,20000.00,20560.00,133,5,34.00,14,0,194,2016/12/18,是,50,30,"淘宝-,,"
动漫,20051956,喵星人远红外碳纤维SPA眼罩  萌倒一切,项目成功,20000.00,245420.00,10479,6,6.00,15,0,1188,2016/12/17,否,4689,20,"淘宝-,,"
动漫,20054317,君の名は。 你的名字。正版授权 官方周边 艾漫出品,制作中,10000.00,33582.00,499,10,18.00,9,0,756,2016/12/17,否,209,30,"淘宝-,,"
动漫,20053468,原创公仔【金鸡独立】 能站、能叫、可摆多种造型,项目成功,20000.00,22752.00,114,2,48.00,5,1,103,2017/01/01,否,60,15,"-,,"
动漫,20051171,迪士尼安睡枕-带来童话般睡眠的多功能枕头,项目成功,50000.00,109563.90,3098,7,19.90,25,0,5213,2016/12/13,否,238,10,"淘宝-,,"
动漫,20054340,《你的名字》正版授权女主同款项链、充电宝、手机壳,制作中,10000.00,58437.00,327,17,29.00,17,0,1434,2016/12/17,是,37,30,"-,,"
动漫,20051760,榛利温湿度计，因精度而瞩目，因精准而安心,项目成功,10000.00,44400.00,1103,10,26.00,13,1,1175,2016/11/19,否,254,2,"淘宝-,,"
动漫,20050802,秦时明月官方邮品众筹,项目成功,8000.00,13146.00,169,3,40.00,0,0,330,2016/11/22,否,8,5,"淘宝-,,"
动漫,20050105,野兽派x梵高 升级设计 把梵高博物馆带回家,项目成功,1000.00,2204.00,8,9,99.00,8,0,68,2016/11/13,否,1,4,"淘宝-,,"
动漫,20051658,《航海王之黄金城》 助航海王 限量周边发售,制作中,10000.00,12083.00,303,6,19.00,4,0,433,2016/12/13,否,22,30,"淘宝-,,"
动漫,20051851,正版授权电影铁道飞虎毛绒公仔抱枕保暖手偶公仔手套,项目成功,5000.00,25392.00,399,2,48.00,15,0,286,2016/12/19,否,242,10,"淘宝-,,"
动漫,20051631,奇异博士1:1可穿戴套装,项目成功,50000.00,52518.00,69,4,15.00,22,0,279,2016/12/29,否,48,15,"-,,"
动漫,20050721,榛利囧囧款温湿度计,项目成功,10000.00,30491.00,1020,9,15.00,11,0,1245,2016/11/06,否,254,2,"淘宝-,,"
动漫,20050034,墨生潮流玩偶nasa系列,项目成功,1000.00,2820.00,77,8,25.00,23,0,1109,2016/12/08,是,48,2,"淘宝-,,"
动漫,20050042,俄罗斯插画师十二生肖衍生品，亲子装、情侣装众筹,项目成功,5000.00,5756.00,57,4,48.00,1,0,124,2016/12/11,否,11,15,"-,,"
动漫,20049800,萌橙CC魔法涂涂乐4D宝宝早教益智AR立体绘画本,项目成功,3000.00,5217.00,43,3,99.00,26,4,186,2016/11/26,是,27,7,"淘宝-,,"
动漫,20049626,【GM-3D限量版】【呆萌礼物】死神可拉可拉手办,项目成功,10000.00,11346.00,37,3,210.00,6,1,294,2016/12/06,否,1,30,"淘宝-,,"
动漫,20049920,壹周年纪念 大圣归来 原创主题首饰,项目成功,20000.00,508146.00,2069,8,99.00,33,3,8774,2016/12/13,否,63,30,"淘宝-,,"
动漫,20052978,熊熊遇见你/咱们裸熊 正版新品周边 温暖你整个冬季,项目成功,10000.00,10689.00,149,15,35.00,3,4,183,2016/12/24,否,29,50,"-4.9,,"
动漫,20052965,探险活宝（探险时光）正版周边 阿宝老皮抱枕马克杯,制作中,10000.00,20592.00,204,9,68.00,3,0,219,2016/12/30,是,71,50,"-,,"
动漫,20055510,金鸡迎福  新年吉祥鸡首发  吉祥如意 财源滚滚,项目成功,10000.00,10953.00,74,7,49.00,8,1,104,2017/01/11,否,9,3,"-,,5.0"
动漫,20050447,【雷霆四起 游云惊龙】画江湖之不良人官方设定集众筹,项目成功,10000.00,47738.00,542,2,79.00,4,2,439,2016/11/22,否,50,35,"淘宝-4.9,4.9,4.9"
动漫,20050097,【幸运石 X 天行九歌】正版周边众筹,项目成功,10000.00,19411.00,241,1,29.00,18,0,261,2016/11/12,是,NOTFOUND,30,"天猫-4.8,4.8,4.8"
动漫,20050138,正版授权HelloKitty尤克里里 粉色少女心,项目成功,50000.00,52141.00,160,8,259.00,22,2,528,2016/11/17,否,2,5,"淘宝-4.9,4.9,4.9"
动漫,20050282,奥多拉小伴龙早教启蒙故事机 陪伴孩子成长的好伙伴,制作中,100000.00,105857.00,333,7,9.00,29,4,218,2016/11/20,是,81,15,"淘宝-,,"
动漫,20049494,秦时明月官方正版桌暖宝 电热鼠标垫 冬季桌垫,项目成功,10000.00,35676.00,474,3,69.00,4,0,758,2016/11/23,否,238,10,"-4.8,4.8,4.8"
动漫,20048962,【正版授权】哆啦A梦 重力感应飞碟遥控车,项目成功,10000.00,707946.00,207,2,58.00,13,0,272,2016/11/12,否,137,5,"淘宝-,,"
动漫,20048891,happy做动画，一起来吧~,制作中,10000.00,10046.00,56,6,666.00,2,10,2005,2016/12/03,是,0,5,"-4.7,4.7,4.9"
动漫,20048940,【诛仙】【天堂伞】以匠心做好伞 情撼九天一伞诛仙,制作中,50000.00,92585.00,152,8,99.00,8,0,518,2016/11/27,否,71,60,"天猫-4.8,4.8,4.8"
动漫,20050043,【来来魔法书】：只需3分钟，孩子从此爱上英语阅读,项目成功,100000.00,278778.00,1964,5,96.00,29,0,4784,2016/11/25,是,487,30,"-,,"
动漫,20048362,柯南正版官方邮品限量众筹,项目成功,2000.00,24118.00,212,4,40.00,0,0,329,2016/10/24,否,69,7,"淘宝-4.8,4.8,4.7"
动漫,20048913,酷炫龙图腾汽车装饰贴纸拉花,项目成功,5000.00,5713.80,182,4,19.90,12,0,306,2016/11/16,否,97,3,"-4.7,4.7,4.7"
动漫,20049137,【星外萌客】特技机器人 多玩法 越野/滚球/推球,项目成功,10000.00,11784.00,30,3,108.00,25,0,139,2016/10/23,是,23,7,"淘宝-,,"
动漫,20048035,小破孩动画PO式爱情首秀,项目成功,10000.00,52490.70,1726,7,9.90,9,0,149,2016/10/31,否,50,30,"淘宝-4.8,4.8,4.9"
动漫,20048767,如茗小和尚原创装饰画-趣述禅与佛的人生百态,项目成功,10000.00,11538.00,46,4,98.00,13,0,182,2016/11/14,是,1,7,"-4.9,4.9,4.9"
动漫,20048098,小破孩情侣水杯/储物水壶官方联合首发,项目成功,10000.00,29696.00,224,0,0.00,24,0,279,2016/10/31,否,NOTFOUND,NOTFOUND,"淘宝-,,"
动漫,20047409,Bx&Candy与砖家携手原创 西游系列卫衣众筹,项目成功,20000.00,56232.00,284,6,198.00,0,0,931,2016/10/30,是,176,20,"淘宝-4.8,4.8,4.9"
动漫,20048094,小破孩情侣对戒联合首发,项目成功,10000.00,93322.00,418,5,159.00,21,0,2533,2016/10/31,否,200,30,"淘宝-5.0,5.0,5.0"
动漫,20047996,熊本熊kmamon正版自动开三折伞，福懋晴雨伞布,项目成功,5000.00,42311.00,574,3,59.00,3,1,1071,2016/10/18,否,100,7,"淘宝-4.9,4.9,5.0"
动漫,20049508,"USB远红外发热公仔暖手宝,喵汪星人来袭！",项目成功,20000.00,185998.00,2103,10,6.00,24,0,1344,2016/11/16,否,36,15,"-,,"
动漫,20049423,海尔定制hello kitty扫地机器人众筹项目,项目成功,100000.00,132784.00,116,7,999.00,17,0,1371,2016/11/25,否,100,7,"-4.9,4.9,4.9"
动漫,20045438,正版授权---正义联盟体感壁灯，儿童房必备。,项目成功,1000.00,4720.00,38,4,88.00,19,0,272,2016/11/03,是,7,10,"淘宝-4.8,4.8,4.9"
动漫,20045781,漫踪正能量 励志文字包 减肥秤,项目成功,1000.00,1725.00,25,1,69.00,10,0,282,2016/10/14,否,25,30,"淘宝-4.8,4.8,4.8"
动漫,20047455,小破孩和小丫陪我一起做梦吧 全棉四件套,项目成功,10000.00,53620.00,206,11,49.00,24,7,848,2016/10/31,否,13,20,"天猫-4.9,4.9,4.8"
动漫,20047493,洪荒美人鱼—珐琅银项链—95后少女专属,项目成功,22800.00,23028.00,101,1,228.00,13,0,3049,2016/11/23,否,101,30,"-,4.9,4.9"
动漫,20047803,A-WU系列生肖版亲子、情侣卫衣众筹,制作中,30000.00,30258.00,157,5,30.00,6,1,1237,2016/10/28,否,4,15,"淘宝-5.0,5.0,5.0"
动漫,20046774,一只狗的生活意见之单身狗优品,项目成功,2000.00,2079.00,31,9,39.00,0,0,117,2016/10/19,是,12,7,"淘宝-4.8,4.8,4.8"
动漫,20045798,魔鬼猫夜光双肩包 时尚个性 与你一路同型,项目成功,10000.00,54891.00,269,2,108.00,14,0,351,2016/10/25,否,240,30,"淘宝-4.8,4.8,4.8"
动漫,20045925,远古文创《短板生活》《疯魔成活》系列原创笔记本,项目成功,1000.00,7050.00,49,6,55.00,13,0,111,2016/10/12,否,6,10,"淘宝-4.8,4.8,4.8"
动漫,20048165,《槑好南京》旅行绘本：圆一个六年的承诺,项目成功,20000.00,30114.00,822,6,2.00,4,1,296,2016/10/28,否,434,5,"淘宝-4.9,4.9,4.8"
动漫,20046155,墨生潮流玩偶  终结者系列,项目成功,1000.00,51670.00,444,11,25.00,35,0,141,2016/10/08,是,145,5,"淘宝-4.6,4.6,4.7"
动漫,20045826,铮铮傲骨，永不回头~青云志手机壳~让英雄常伴你身边,项目成功,5000.00,5406.00,134,13,29.00,25,0,110,2016/10/13,否,12,15,"淘宝-4.9,4.9,4.9"
动漫,20045288,Doge汪星人暖手宝，带走他给你温暖的陪伴！,项目成功,50000.00,341534.00,5691,8,6.00,23,0,2460,2016/10/12,否,1745,15,"淘宝-,,"
动漫,20046353,青云志正版授权雨伞~哪怕前面狂风暴雨~也不惧意已决,项目成功,10000.00,10472.00,118,4,79.00,21,0,152,2016/10/12,否,2,15,"-,,"
动漫,20047458,小破孩反光车贴 世界那么大 一起去看看,项目成功,10000.00,19112.00,750,3,19.80,8,0,267,2016/10/30,否,521,20,"天猫-4.8,4.8,4.7"
动漫,20045432,长草颜团子 纯手工创意金银吊坠,项目成功,20000.00,1044399.00,3016,6,169.00,22,1,24076,2016/10/12,否,274,20,"淘宝-4.9,4.9,4.9"
动漫,10090945,爱奇艺正版授权神明之胄限量版九夜手办,项目成功,10000.00,11352.00,32,4,168.00,15,0,617,2016/10/02,否,5,30,"淘宝-4.8,4.8,4.8"
动漫,20046454,怪诞星球《大梦想家-大可》系列及衍生品众筹,项目成功,10000.00,11200.00,259,11,30.00,14,1,1583,2016/09/27,否,14,3,"淘宝-4.8,4.8,4.8"
动漫,20044650,《冰川时代5：星际碰撞》电影周边限量发售,项目成功,10000.00,15796.00,328,6,28.00,3,0,408,2016/09/24,否,220,30,"淘宝-5.0,5.0,5.0"
动漫,20048066,小破孩首秀情侣内裤卫衣,项目成功,10000.00,45989.00,251,2,159.00,37,0,580,2016/10/31,否,99,30,"-,4.4,4.6"
动漫,20046083,潮牌PR与同道大叔合作星座IP萌帽卫衣卖萌众筹,项目成功,1000.00,17543.00,37,10,269.00,23,0,136,2016/10/09,否,4,7,"淘宝-4.6,4.6,4.6"
动漫,20044758,中国艺术大师吴昌硕《佛手》衍生产品保温汤罐,项目成功,10000.00,45612.00,165,6,138.00,25,0,446,2016/09/23,否,20,5,"天猫-4.9,4.9,4.8"
动漫,20043814,坚果系列 原创抱枕玩偶,项目成功,1000.00,1078.50,11,18,22.00,2,0,89,2016/09/21,否,1,20,"淘宝-4.9,4.9,4.9"
动漫,20044915,经典艺术（梵高）与时尚保温杯（ops）之碰撞,项目成功,10000.00,18385.00,185,8,99.00,31,0,484,2016/09/21,否,33,3,"天猫-4.8,4.8,4.8"
动漫,20044646,野兽派×梵高家居系列,项目成功,1000.00,2088.80,9,8,135.20,6,0,93,2016/09/06,否,1,1,"天猫-4.9,4.9,4.9"
动漫,20044307,莉雅小鱼Q版情侣手办《精灵王座》生日圣诞情人节礼物,项目成功,3000.00,8378.00,121,5,58.00,7,0,1134,2016/09/19,否,33,50,"淘宝-4.7,4.7,4.8"
动漫,20045824,同道大叔原创星座形象周边系列,项目成功,1000.00,1796.00,17,12,98.00,18,0,104,2016/10/08,否,4,7,"-4.8,4.8,4.8"
动漫,20043905,送TA专属十二星座守护神苹果6/6pls手机壳,项目成功,5000.00,52104.00,2004,12,26.00,27,1,104,2016/09/09,否,622,10,"淘宝-4.7,4.7,4.8"
动漫,10091359,爱宠大机密8月2日火热上映  爱宠系列饰品震撼上市,项目成功,20000.00,52950.00,211,5,199.00,12,0,536,2016/08/31,否,87,25,"淘宝-4.9,4.9,4.9"
动漫,20043597,童话是最真实的存在，贴身呵护的才是最温暖的,项目成功,10000.00,10472.00,44,4,88.00,11,0,1748,2016/09/30,否,300,30,"天猫-4.8,4.8,4.7"
动漫,10091153,暴走的王尼玛把自己的脸做成包包和尤克里里,制作中,20000.00,1092487.99,3596,0,0.00,17,0,2465,2016/09/07,否,NOTFOUND,NOTFOUND,"淘宝-,,"
动漫,10087958,“蓝猫小布”远程对讲+聊天社交+学习智能早教机,项目成功,50000.00,61469.00,103,5,16.00,24,1,10161,2016/09/17,是,2,15,"天猫-4.8,4.8,4.8"
动漫,10090627,暴走的王尼玛说好用到极致的毛巾才是人生的最佳伴侣,项目成功,60000.00,72773.00,1062,5,48.00,13,0,341,2016/08/28,否,240,15,"淘宝-,,"
动漫,10090391,GENANX闪电潮牌与暴走漫画合作暴走定制版服饰,项目成功,30000.00,149729.00,625,19,189.00,2,0,521,2016/08/28,否,76,15,"天猫-4.8,4.8,4.8"
动漫,10089597,精美钥匙扣，纪念大圣归来上映一周年，让英雄常伴身边,项目成功,1000.00,6495.00,135,5,38.00,1,3,274,2016/09/04,否,4,30,"淘宝-4.9,4.9,4.8"
动漫,20044443,【哇靠】原创午睡枕首发，睡好一点，很有必要！,项目成功,2000.00,8128.00,112,5,69.00,6,0,305,2016/10/10,否,100,30,"-4.9,4.9,4.9"
动漫,10092063,暴走出品的保温杯及牙刷，从内到外对亲的呵护,项目成功,1000.00,436850.00,2637,9,59.00,19,0,1070,2016/09/07,否,100,33,"淘宝-4.8,4.8,4.8"
动漫,10090905,暴走不仅仅是满足你的听觉，还有一颗装逼的心,项目成功,20000.00,221092.00,998,4,149.00,12,0,1502,2016/09/07,否,100,30,"淘宝-4.8,4.8,4.8"
动漫,10090884,暴走旅行箱，这里装着你的行李和远方,项目成功,15000.00,363867.00,1071,4,254.00,10,0,807,2016/08/28,否,99,30,"-4.5,4.5,3.8"
动漫,10091217,暴走潮牌服饰是一种态度，走自己的路让别人羡慕,项目成功,10000.00,398130.00,2582,6,79.00,21,0,1276,2016/09/07,否,100,35,"淘宝-5.0,5.0,5.0"
动漫,10090950,暴走炫彩机械键盘和鼠标带你自如五杀，酷炫到爆,项目成功,20000.00,203143.00,837,7,17.00,7,0,793,2016/09/06,否,99,30,"淘宝-4.8,4.8,4.9"
动漫,10090908,你们居然拿我的头和语录去卖钱，还造我的机器人？,项目成功,20000.00,495761.00,2684,10,11.00,24,0,1519,2016/08/26,是,100,30,"淘宝-4.8,4.8,4.8"
动漫,10090939,暴走的王尼玛推出拉风的U盘，充电宝和手机壳,项目成功,15000.00,370905.00,2109,0,0.00,20,0,939,2016/08/26,否,NOTFOUND,NOTFOUND,"淘宝-,,"
动漫,10089316,樱桃小丸子官方正版限量邮品众筹,项目成功,1000.00,7924.00,78,5,40.00,0,0,261,2016/08/23,否,43,8,"淘宝-4.8,4.8,4.7"
动漫,10089838,《御宅学院：黑暗之城》正版周边首发,项目成功,5000.00,6395.80,103,0,0.00,10,0,53,2016/08/10,否,NOTFOUND,NOTFOUND,"淘宝-,,"
动漫,10090017,千万人之中，遇见你要遇见的人--七夕告白首饰系列,项目成功,5000.00,100150.00,2101,12,35.00,22,0,433,2016/08/05,否,399,10,"淘宝-4.7,4.7,4.8"
动漫,10089368,百草味&一品芝麻狐 狐朋狗友零食礼盒,项目成功,3000.00,4410.00,60,3,49.00,3,0,813,2016/08/20,否,30,30,"淘宝-4.7,4.7,4.8"
动漫,10090450,暴漫联合野兽骑行推出漫画骑行人生,项目成功,10000.00,427401.00,299,7,199.00,20,1,2514,2016/09/05,是,106,30,"-4.8,4.8,4.8"
动漫,10088019,全球首台超萌贤二机器僧一周年纪念版T恤,项目成功,30000.00,37944.00,303,15,88.00,38,1,387,2016/08/15,是,43,30,"淘宝-4.9,4.9,4.9"
动漫,10089124,【画江湖之不良人II】强势归来，定制版周边众筹开启,项目成功,50000.00,54886.00,147,7,58.00,7,0,526,2016/08/15,是,39,45,"淘宝-4.8,4.8,4.8"
动漫,10087840,玩原创【BIGFAN×GAME】兽人来袭！,项目成功,6000.00,6011.00,50,5,59.00,10,0,74,2016/08/10,否,21,3,"-5.0,5.0,5.0"
动漫,10088711,《超能太阳鸭》电影主题超强专业防晒伞,项目成功,5000.00,10943.00,127,3,79.00,15,0,98,2016/08/16,是,100,15,"淘宝-,,"
动漫,10088073,超能太阳鸭TOMIC/特美刻电影主题保温杯保温壶,项目成功,50000.00,55557.00,392,10,89.00,28,0,843,2016/08/13,是,65,10,"天猫-4.9,4.9,4.8"
动漫,10090435,暴走的王尼玛说：相信我，这真的不是隔壁老王生的,项目成功,10000.00,394374.60,3631,14,19.90,22,0,2318,2016/08/26,是,100,33,"-4.9,4.9,4.8"
动漫,10085432,梁阿渣呆萌众筹陪我一起做梦吧 全棉印花四件套,项目成功,100000.00,103083.00,357,2,39.00,16,0,1084,2016/08/27,否,9,30,"-4.7,4.7,4.7"
动漫,10090321,卓大王x猫空  夏日里的纸胶带惊喜,项目成功,20000.00,294692.00,2756,3,105.00,19,0,615,2016/08/22,否,100,30,"-4.9,4.9,4.9"
动漫,10087216,Letstee x 大鱼海棠 官方合作系列潮服,项目成功,10000.00,12315.00,65,7,139.00,43,0,450,2016/07/28,否,16,10,"天猫-4.8,4.8,4.8"
动漫,10087499,给心中有海的人 《大鱼海棠》粉丝珍藏版刺绣帆布包,项目成功,5000.00,40190.00,250,4,159.00,7,0,1840,2016/07/29,否,84,20,"天猫-4.8,4.8,4.8"
动漫,10090951,暴漫&酷能量 酷壳定制版 智能扩容手机壳,项目成功,300000.00,379208.00,1111,8,296.00,17,3,975,2016/08/27,是,100,30,"-4.7,4.7,4.7"
动漫,10087975,《大鱼海棠》定制移动电源 定制手机壳 插画设计款,项目成功,20000.00,37952.00,479,5,28.00,9,0,1442,2016/08/08,否,247,7,"天猫-4.8,4.8,4.8"
动漫,10086992,如升楼立体拼图模型--《大鱼海棠》来赴十二年之约,项目成功,3000.00,22757.60,311,4,68.00,9,0,1000,2016/07/29,是,50,30,"天猫-4.8,4.8,4.8"
动漫,10088278,大鱼海棠×王的手创 超精致的纯手工刺绣项链,项目成功,5000.00,26115.00,225,8,39.00,42,3,755,2016/08/07,是,19,30,"淘宝-4.9,4.9,4.9"
动漫,10088108,大鱼海棠×王的手创 纯手工刺绣笔记本电脑包限量版,项目成功,5000.00,5980.00,20,3,299.00,25,2,133,2016/08/07,是,20,30,"淘宝-4.9,4.9,4.9"
动漫,10088245,【Kkroc&大鱼海棠】合作出品「遇见」颈饰耳饰,项目成功,20000.00,68260.00,260,4,159.00,19,0,1254,2016/08/08,否,147,30,"淘宝-4.9,4.9,4.9"
动漫,10087600,天堂伞x大鱼海棠伞 正版授权晴雨伞 椿 湫 竹语伞,项目成功,50000.00,1487821.00,11369,16,99.00,19,0,25487,2016/08/08,是,144,60,"天猫-4.8,4.8,4.8"
动漫,10087466,【大鱼海棠x好东西】定制手枕 期待与您的相遇,项目成功,20000.00,73544.00,956,3,58.00,16,0,1711,2016/08/07,是,445,30,"淘宝-5.0,5.0,5.0"
动漫,10085045,竹叶青&《大鱼海棠》，官方授权，至美绿茶专属珍藏款,项目成功,20000.00,20762.00,254,5,9.90,14,0,410,2016/08/07,否,200,30,"天猫-4.9,4.9,4.8"
动漫,10088438,《大圣归来》周年版系列笔记本众筹活动,项目成功,10000.00,27180.00,261,8,46.00,12,2,490,2016/08/21,是,78,30,"-4.9,4.9,4.9"
动漫,10086075,【大鱼海棠官方授权】末那出品全系列手办,项目成功,80000.00,518987.40,3107,17,27.80,9,4,5394,2016/08/22,否,88,80,"淘宝-4.9,4.9,4.9"
动漫,10087927,《大鱼海棠》Q版粘土手办椿湫鲲【北裔堂出品】,项目成功,3000.00,263575.00,2640,10,39.00,16,1,4183,2016/08/27,否,100,50,"淘宝-4.7,4.7,4.8"
