项目类型,项目编号,项目名称,众筹状态,目标金额,实际筹资额,项目支持人数,项目回报种类,最低投资额,项目图片数量,项目进展数,喜欢数,项目结束时间,是否制作视频,最低投资支持人数,预计回报发送时间,"发起人是淘宝还是天猫店铺(描述,服务,物流评价)"
设计,18556,感恩母亲--康乃馨项链 永生花,项目成功,3000.00,6592.00,26,5,168.00,11,0,230,2015/05/10,否,5,5,"淘宝-,,"
设计,16018,自编鞋：一款可以自己动手编织的鞋,项目成功,10000.00,10640.00,49,0,0.00,21,0,218,2015/05/17,否,NOTFOUND,NOTFOUND,"淘宝-,,"
设计,18735,玫瑰花系列手工银饰,项目成功,25000.00,34215.00,130,8,68.00,5,0,651,2015/05/17,是,39,20,"淘宝-,,"
设计,18635,请用一根手指勾走我,项目成功,100000.00,103451.00,562,6,218.00,12,0,633,2015/04/27,否,63,1,"淘宝-5.0,5.0,5.0"
设计,17991,原竹无线角度灯——没有对错，只有角度,项目成功,50000.00,80272.00,621,0,0.00,9,0,1372,2015/05/25,是,NOTFOUND,NOTFOUND,"淘宝-,,"
设计,15833,瓷鸣 · 手机共鸣音箱,项目成功,10000.00,37156.00,89,0,0.00,26,0,460,2015/05/18,是,NOTFOUND,NOTFOUND,"淘宝-,,"
设计,16958,【玻璃绘画：鸟绘】不一样的绘画，为您专属定制,项目成功,3000.00,21440.00,134,12,60.00,30,6,800,2015/05/13,是,57,30,"淘宝-5.0,5.0,5.0"
设计,16887,【拾缺之旅】龙泉问瓷,项目成功,5000.00,16176.00,97,0,0.00,7,0,443,2015/05/09,是,NOTFOUND,NOTFOUND,"淘宝-,,"
设计,17765,NEWLAMP——模块化侧光源LED台灯,项目成功,20000.00,83884.00,2381,6,39.00,15,2,1429,2015/06/01,否,317,15,"淘宝-,,"
设计,17682,匠心物语-星座竹伞,项目成功,100000.00,111486.00,314,0,0.00,14,1,2592,2015/05/07,是,NOTFOUND,NOTFOUND,"淘宝-,,"
设计,19551,屏幕细菌一扫而尽——丹麦AM屏幕清洁系列,项目成功,10000.00,300851.00,3968,19,28.00,53,0,1205,2015/06/03,是,100,30,"淘宝-,,"
设计,17798,原矿宜兴紫砂壶的设计（西施）,项目成功,20000.00,109261.00,425,4,189.00,10,1,685,2015/05/21,是,52,20,"淘宝-,,"
设计,18142,诗一样的首饰,项目成功,3000.00,5875.00,42,4,108.00,9,2,306,2015/05/22,否,26,20,"-,,"
设计,17102,【倒计时】台湾抗菌纳米水果刀，中国动车组设计师大作,项目成功,10000.00,527371.00,9404,10,49.00,25,7,3849,2015/05/06,否,100,30,"淘宝-4.7,4.7,4.8"
设计,17681,淘壶——打造订制手工茶壶第一品牌,项目成功,30000.00,159610.00,297,9,88.00,22,0,710,2015/05/21,否,67,20,"淘宝-,,"
设计,15828,DENON日本天龙D1原装家用全自动冷榨热榨炸油机,项目成功,10000.00,50740.00,43,3,1180.00,20,0,489,2015/05/11,否,43,15,"淘宝-,,"
设计,17584,首发 音乐 通话 蓝牙水杯,项目成功,100000.00,103937.00,372,4,199.00,1,2,239,2015/05/17,否,19,15,"淘宝-,,"
设计,17251,办公收纳架，办公、娱乐两相宜,项目成功,4000.00,21530.00,357,1,45.00,5,0,506,2015/05/14,否,182,20,"淘宝-,,"
设计,15506,畅饮神器 -- 自带装备的水瓶,项目成功,30000.00,67949.00,1322,0,0.00,16,2,1359,2015/05/18,否,NOTFOUND,NOTFOUND,"淘宝-,,"
设计,18636,素系列与印章红的邂逅——定制化印章文具,项目成功,2000.00,10620.00,162,14,19.00,16,3,573,2015/05/26,否,7,15,"淘宝-,,"
设计,16561,玫瑰之恋——实木首饰盒；创意无限，最佳爱之礼物！,制作中,10000.00,15602.00,178,0,0.00,11,0,348,2015/06/30,否,NOTFOUND,NOTFOUND,"淘宝-,,"
设计,13438,私属古法瓷饰——为东方女性的优雅代言,项目成功,6000.00,23856.00,97,8,168.00,27,3,523,2015/05/31,是,10,15,"淘宝-,,"
设计,16677,一款想变就变的魔术吊坠 《火柴的爱情故事》,项目成功,6000.00,11193.40,62,0,0.00,23,0,451,2015/05/01,否,NOTFOUND,NOTFOUND,"淘宝-,,"
设计,14062,飞飞水娱------源自于迪斯尼的梦中乐园!,项目成功,80000.00,85184.00,135,3,88.00,22,3,238,2015/05/07,否,118,20,"淘宝-,,"
设计,16791,龙泉青瓷  印象西湖    一个人 一座城,项目成功,5000.00,74970.00,307,7,50.00,20,1,548,2015/05/15,否,32,35,"淘宝-5.0,5.0,5.0"
设计,13855,来自原生态 木的世界---啄木鸟香樟木台灯,项目成功,8000.00,15396.00,124,4,99.00,7,2,503,2015/05/20,是,80,20,"淘宝-,,"
设计,13413,奇异之笔-咖啡甜点裱点伴侣,项目成功,10000.00,38775.00,575,0,0.00,4,0,727,2015/04/30,是,NOTFOUND,NOTFOUND,"淘宝-,,"
设计,16305,匠人之心——手工静音专属闹钟,项目成功,50000.00,53034.00,323,5,128.00,14,0,815,2015/05/13,是,10,15,"淘宝-,,"
设计,18527,铝镁合金 便携笔记本支架,项目成功,30000.00,34154.00,433,3,55.00,10,0,491,2015/06/07,否,133,20,"-,,"
