项目类型,项目编号,项目名称,众筹状态,目标金额,实际筹资额,项目支持人数,项目回报种类,最低投资额,项目图片数量,项目进展数,喜欢数,项目结束时间,是否制作视频,最低投资支持人数,预计回报发送时间,"发起人是淘宝还是天猫店铺(描述,服务,物流评价)"
公益,20058505,开学啦！为孤儿娃娃新学期加油,筹款中,10000.00,8370.00,393,5,10.00,7,0,35,2017/04/06,否,332,3,"淘宝-,,"
公益,20055665,8块钱，为藏区大山里的孩子送去新春礼物。,筹款中,12000.00,12218.00,555,6,10.00,4,0,64,2017/04/16,否,424,15,"淘宝-,,"
公益,20058228,为高龄独居老人送便利包,筹款中,10000.00,20980.00,623,5,10.00,9,0,59,2017/03/31,否,493,3,"淘宝-,,"
公益,20058342,“不一样也一样”守护自闭症儿童公益活动,筹款中,10000.00,14980.00,469,4,10.00,7,0,55,2017/03/23,是,240,7,"淘宝-,,"
公益,20056225,救助尘肺病农民工,筹款中,10000.00,17140.00,847,3,10.00,7,0,113,2017/03/22,否,719,3,"淘宝-,,"
公益,20057641,给山区孩子派个支教老师,制作中,14000.00,31507.90,1221,5,9.90,7,2,128,2017/03/11,是,1021,20,"淘宝-,,"
公益,20057516,关爱失独老人春季运动会，送健康，送快乐,筹款中,10000.00,1560.00,79,5,10.00,6,0,19,2017/04/18,否,71,30,"淘宝-,,"
公益,20056585,老有所依，医有所伴，关爱失独，让爱延续,筹款中,10000.00,10530.00,410,5,10.00,5,0,54,2017/04/12,否,343,30,"淘宝-,,"
公益,20057819,助养贫困家庭失能老人,筹款中,10000.00,15880.00,800,5,10.00,8,0,60,2017/03/20,否,698,15,"淘宝-,,"
公益,20057602,爱心手拉手，共建中国梦。,筹款中,10000.00,22300.00,1237,6,10.00,20,0,97,2017/03/20,否,1040,3,"淘宝-,,"
公益,20057354,8块钱，为藏区孤寡老人送一天爱心餐食,筹款中,12000.00,67410.00,2756,6,10.00,5,0,225,2017/04/09,否,2201,15,"淘宝-,,"
公益,20057429,给贫困儿童的新年礼包,制作中,10000.00,28380.00,1432,5,10.00,10,7,77,2017/02/25,否,1237,3,"淘宝-,,"
公益,20058285,爱佑新生-病患孤儿医疗养护项目,筹款中,200000.00,6900.00,96,3,50.00,5,0,27,2017/06/05,否,84,5,"-,,"
公益,20057293,关爱特困失能老人,筹款中,10000.00,25770.00,1066,6,10.00,9,0,80,2017/05/30,否,739,30,"-,,"
公益,20057014,新春暖心行动温暖失能老人,筹款中,10000.00,4410.00,233,5,10.00,12,0,24,2017/04/21,否,179,30,"-,,"
公益,20057526,我在城市里当小“农夫”,筹款中,15000.00,1410.00,51,8,5.00,23,0,99,2017/04/18,否,38,7,"淘宝-,,"
公益,20056476,给山区孩子买个篮球 我们一起愉快玩耍吧,制作中,10000.00,14240.00,517,7,10.00,7,0,52,2017/02/13,否,401,30,"淘宝-,,"
公益,20057781,爱心捐赠，情满贫困生,筹款中,10000.00,19040.00,685,6,10.00,1,0,66,2017/03/16,否,519,15,"淘宝-,,"
公益,20057270,给困境老人筹身衣、修道门—为老人遮风寒,制作中,15000.00,70670.00,3059,5,10.00,9,0,217,2017/02/28,否,2202,15,"淘宝-,,"
公益,20055944,辞旧迎新送温暖——给孤寡老人送爱心年夜饭,项目成功,10000.00,50140.00,2277,5,10.00,7,7,148,2017/02/10,否,1646,30,"淘宝-,,"
公益,20056995,送给孩子们一堂快乐的体育课,制作中,10000.00,10224.00,276,5,10.00,10,0,38,2017/02/16,否,198,30,"淘宝-,,"
公益,20056157,给特困孤老送年货,项目成功,10000.00,48600.00,2245,5,10.00,10,10,129,2017/02/16,否,1922,3,"淘宝-,,"
公益,20058491,慢飞天使助力-帮助特殊孩子康复,筹款中,10000.00,1070.00,39,6,10.00,6,0,29,2017/04/11,否,32,30,"-,,"
公益,20056971,温暖老人心，困境空巢老人助养,制作中,16000.00,74820.00,3442,6,10.00,8,0,182,2017/03/05,否,2902,10,"淘宝-,,"
公益,20055878,为孤寡老人送温暖,项目成功,10000.00,34510.00,1760,4,10.00,6,10,145,2017/02/02,否,1523,10,"淘宝-,,"
公益,20057267,关爱老人——暖心煤,项目成功,10000.00,10680.00,354,6,10.00,1,0,30,2017/02/23,否,275,15,"淘宝-,,"
公益,20051796,新年送温暖，关怀暖人心,制作中,13000.00,13130.00,530,5,10.00,1,0,37,2017/02/02,否,411,15,"淘宝-,,"
公益,20054398,不让幸福断裂在老年,项目成功,15000.00,20660.00,1034,6,10.00,7,0,72,2017/02/02,是,906,3,"淘宝-,,"
公益,20049603,爱心守护孤儿健康成长,项目成功,10000.00,23170.00,582,5,20.00,10,1,57,2017/02/02,是,451,30,"淘宝-,,"
公益,20051192,这个寒冬温暖如春，让我们携手送山区孩子一丝温暖。,项目成功,10000.00,10090.00,437,4,10.00,4,7,93,2017/01/27,否,369,15,"淘宝-,,"
公益,20057093,送孤儿新春圆梦红包,项目成功,30000.00,30290.00,731,5,20.00,6,2,70,2017/02/23,是,566,30,"淘宝-,,"
公益,20054829,送给留守儿童一个温暖冬季,项目成功,10000.00,11730.00,535,5,10.00,7,6,162,2017/01/19,否,458,3,"淘宝-,,"
公益,20054336,为困难家庭发放春节温暖包,项目成功,10000.00,23900.00,930,4,10.00,2,0,158,2017/01/19,否,760,30,"淘宝-,,"
公益,20053376,【枣安·关怀家】关怀困境儿童的成长之路,筹款中,10000.00,6370.00,26,3,98.00,7,0,50,2017/03/14,否,14,30,"淘宝-,,"
公益,20052853,传承技艺：年画送福,项目成功,50000.00,52256.00,1237,8,29.00,11,0,209,2017/01/13,否,366,20,"淘宝-,,"
公益,20049384,助力尘肺病劳模顺畅呼吸,项目成功,11000.00,12480.00,530,3,10.00,4,1,78,2017/01/02,否,423,3,"淘宝-,,"
公益,20054339,爱是你和我  为孤寡困境老人点燃冬天里的一把火,项目成功,12000.00,40620.00,1978,6,10.00,8,0,175,2017/02/18,否,1519,15,"淘宝-,,"
公益,20054124,大爱无疆，同庆新年,项目成功,10000.00,23400.00,971,5,10.00,1,0,252,2017/01/13,否,773,15,"淘宝-,,"
公益,20053035,"帮帮咱的爹和娘,帮助农村空巢老人走出困境。",项目成功,10000.00,17210.00,714,4,10.00,16,6,140,2017/01/01,否,591,15,"淘宝-,,"
公益,20050876,用爱心让强直性脊柱炎患者挺起脊梁,制作中,5000.00,19880.00,641,5,10.00,4,7,124,2017/02/28,否,508,30,"淘宝-,,"
公益,20052275,温暖冬日为老添衣,项目成功,10000.00,20600.00,752,5,10.00,9,6,188,2016/12/30,否,615,3,"淘宝-,,"
公益,20053474,裁为四季扇团团似明月,项目成功,5000.00,5060.00,99,5,40.00,7,0,35,2016/12/19,否,15,10,"淘宝-,,"
公益,20056481,“缘伴”脑瘫，爱是不放弃,项目成功,10000.00,15760.00,848,4,10.00,9,0,53,2017/02/16,否,743,15,"淘宝-,,"
公益,20050912,守护失亲娃娃,项目成功,10000.00,23360.00,770,5,10.00,9,5,215,2016/12/09,否,601,3,"淘宝-,,"
公益,20054592,2017与导盲犬一同成长,项目成功,10000.00,10990.00,321,8,10.00,4,0,97,2017/02/10,否,196,1,"淘宝-,,"
公益,20048851,老人们的清晰世界,项目成功,5000.00,6355.00,292,5,10.00,5,0,98,2016/12/05,否,204,30,"淘宝-,,"
公益,20048423,视力障碍者的音乐梦,项目成功,5000.00,9310.00,425,4,10.00,9,0,145,2016/12/06,否,355,30,"淘宝-,,"
公益,20049562,帮助孤儿的寄养父母，维系孩子温暖的家,项目成功,15000.00,32130.00,743,5,20.00,8,1,274,2016/11/21,否,534,30,"淘宝-,,"
公益,20049531,用爱心为老人驱散寒冬,项目成功,10000.00,16250.00,222,3,50.00,6,3,165,2016/11/20,是,167,7,"淘宝-,,"
公益,20053668,关爱留守儿童，给孩子一份营养餐,项目成功,13000.00,13530.00,329,4,30.00,18,2,82,2017/01/23,否,276,20,"淘宝-,,"
公益,10091078,用心去爱---《艺术江豚》2017年公益台历,项目成功,8000.00,12819.00,387,8,10.00,18,0,191,2016/12/18,是,226,7,"淘宝-,,"
公益,20047805,点燃爱心之火，让爱传递整个校园,项目成功,10000.00,20250.00,679,6,10.00,1,1,164,2016/10/30,否,475,30,"淘宝-,,"
公益,20048550,微光计划，助力听障艺术学生,制作中,1000.00,3010.00,610,10,139.00,10,0,144,2016/11/14,否,5,10,"淘宝-,,"
公益,20050580,流浪小猫爱心助养,制作中,15000.00,29060.00,793,7,20.00,6,0,272,2017/03/01,否,585,15,"-,,"
公益,20048465,用双手成就未来,项目成功,10000.00,10100.00,294,6,10.00,1,0,74,2016/11/19,否,212,15,"淘宝-,,"
公益,20047731,天凉了，给农村留守儿童加衣,项目成功,10000.00,43710.00,2172,6,10.00,7,4,1018,2016/10/23,否,1864,3,"淘宝-,,"
公益,20050384,爱笑流浪动物保护中心筹款,项目成功,5000.00,29830.00,1008,4,10.00,4,0,672,2017/01/14,是,611,10,"淘宝-,,"
公益,20048130,关爱留守老母亲,项目成功,10000.00,37290.00,1625,5,10.00,6,5,665,2016/10/28,否,1357,3,"淘宝-,,"
公益,20047475,铅防活动周 公益行动,项目成功,10000.00,10067.00,1079,0,0.00,5,1,98,2016/10/22,是,NOTFOUND,NOTFOUND,"淘宝-,,"
公益,20045933,9元，就能为藏区孤寡老人送一天的爱心餐,项目成功,12000.00,56420.00,2378,6,10.00,12,0,816,2016/10/21,否,1803,10,"淘宝-,,"
公益,20045828,爱心助力青海孤儿成为未来的唐卡画师,项目成功,15000.00,17020.00,720,6,5.00,11,1,210,2016/10/04,否,624,30,"淘宝-,,"
公益,20045673,给流浪狗狗一次饱饭,项目成功,10000.00,42840.00,1344,5,15.00,7,2,571,2016/10/09,否,982,15,"淘宝-,,"
公益,20046034,为凉山生辉特殊教育学校重建厕所,项目成功,5000.00,25320.00,703,7,10.00,2,1,196,2016/10/13,否,562,30,"淘宝-,,"
公益,10091195,给藏区的毛孩子一个能回的家，不再挨饿受冻怕挨打,项目成功,12000.00,17760.00,597,7,10.00,17,0,1189,2016/10/12,否,376,15,"淘宝-,,"
公益,20044539,画好月圆——带上爱心月饼过中秋,项目成功,9900.00,14509.00,111,4,5.00,2,0,76,2016/09/09,否,27,30,"淘宝-,,"
公益,10091111,眼盲心不盲，用行动传递爱,项目成功,10740.00,12998.00,371,6,12.00,1,0,102,2016/09/25,否,249,15,"淘宝-,,"
公益,20044266,开学季！中国第一本长江江豚科普摄影书《江豚淘淘》,项目成功,8000.00,8285.00,617,8,10.00,15,0,73,2016/10/06,是,571,5,"淘宝-,,"
公益,10090858,爱心助养，让孤残老人走出灰暗晚年,项目成功,10000.00,32470.00,1377,5,10.00,4,3,413,2016/09/22,否,1142,3,"淘宝-,,"
公益,20044007,车库酒之父图内文携陈妍希陈晓助公益，圣爱美隆酿美酒,项目成功,100000.00,133813.00,571,15,99.00,56,0,1389,2016/10/02,是,11,30,"淘宝-,,"
公益,10092336,帮助孤寡老人让他们老有所养,项目成功,10000.00,23370.00,1035,4,10.00,6,8,340,2016/09/19,是,887,10,"淘宝-,,"
公益,20043978,帮椿守护甘加草原,项目成功,10000.00,10007.00,219,5,10.00,10,0,112,2016/09/20,否,155,15,"-,,"
公益,10091305,扶贫互助，关爱生活,项目成功,10000.00,10160.00,256,6,10.00,1,0,137,2016/09/13,否,205,15,"淘宝-,,"
公益,10090067,开学啦！给孤儿一份鼓励,项目成功,10000.00,26980.00,1218,5,10.00,5,3,349,2016/09/18,否,1005,3,"淘宝-,,"
公益,20051319,寒冬来临，为困境儿童送去“妈妈”般的关怀！,项目成功,10000.00,25730.00,980,4,10.00,10,6,240,2016/12/15,否,788,30,"-,,"
公益,20056942,年关来临，用爱为尿毒症少年们延续生命！,项目成功,10000.00,30560.00,1443,4,10.00,7,0,60,2017/02/16,否,1241,30,"-,,"
公益,10092069,洪灾过后，断桥急需重建！,项目成功,10000.00,19010.00,603,5,10.00,8,0,278,2016/09/15,否,486,30,"淘宝-,,"
公益,10091716,齐“星”协力 排除血铅，帮助铅高自闭症儿童排除血铅,项目成功,10000.00,10366.00,860,0,0.00,3,1,156,2016/09/10,是,NOTFOUND,NOTFOUND,"淘宝-,,"
公益,10091018,关爱贫困失能老人,项目成功,5000.00,45700.00,2131,4,10.00,3,10,651,2016/09/03,否,1789,10,"淘宝-,,"
公益,10090964,八大主播爱心险，给环卫工人一份爱的保障,项目成功,10000.00,54775.00,1326,8,15.00,1,0,276,2016/09/26,否,926,30,"淘宝-,,"
公益,10091414,中秋——请多给孤寡老人一些关怀,项目成功,10000.00,20810.00,790,5,10.00,9,0,209,2016/09/18,否,646,20,"-,,"
公益,20045605,给白血病患儿一个求生希望,项目成功,5000.00,41870.00,1134,4,20.00,2,2,280,2016/09/06,否,913,15,"-,,"
公益,20045157,为山区儿童筹梦想礼包,项目成功,10000.00,18140.00,383,4,20.00,1,3,184,2016/09/22,是,244,15,"-,,"
公益,10090206,别让贫困阻碍大学路,项目成功,10000.00,61540.00,1025,5,20.00,1,1,822,2016/08/19,是,662,15,"-,,"
公益,10088259,高考助学   爱心圆梦,项目成功,10000.00,19440.00,248,5,20.00,1,4,225,2016/08/02,是,185,15,"-,,"
公益,10079589,关注失能老人，让爱更温暖,项目成功,9000.00,13415.00,1029,4,5.00,1,4,563,2016/08/19,否,583,30,"淘宝-,,"
公益,10089336,跟着我 追逐光 —— 助力导盲犬成长,项目成功,10000.00,22215.00,578,8,10.00,9,0,278,2016/08/04,否,370,7,"淘宝-,,"
公益,10089285,【最古老的手工艺】8款来自古村落的羊毛毡工艺品,制作中,10000.00,13340.00,93,9,10.00,12,0,328,2016/08/14,否,30,30,"淘宝-,,"
公益,10083986,中国首本长江江豚科普摄影书“10+1”计划,项目成功,10000.00,10550.00,273,8,10.00,14,0,121,2016/08/24,是,158,5,"淘宝-,,"
公益,10086045,帮助智障家庭  修葺房屋,项目成功,10000.00,10810.00,507,3,10.00,5,0,144,2016/08/12,否,421,15,"淘宝-,,"
公益,20043877,上海根与芽·百万植树计划丨里约奥运纪念林,项目成功,5000.00,5211.00,793,4,25.00,2,0,150,2016/09/19,否,93,10,"-,,"
公益,10088716,【爱德基金会】为800户水灾受灾老乡送去蚊香,项目成功,16000.00,16470.00,1203,5,5.00,6,1,189,2016/07/16,否,889,30,"淘宝-,,"
公益,10088658,【爱德基金会】为南方水灾紧急众筹13800公斤大米,项目成功,100000.00,107815.50,5841,4,6.50,9,2,853,2016/07/14,否,2797,30,"淘宝-,,"
公益,10086436,十块钱，您也能帮藏区留守孩子实现小小的心愿,项目成功,12000.00,32720.00,1298,5,10.00,9,1,1422,2016/08/16,否,874,10,"淘宝-,,"
公益,10087393,“餐桌计划”,项目成功,12000.00,12630.00,281,6,10.00,1,1,60,2016/07/29,否,206,15,"淘宝-,,"
公益,10087908,"大凉山孩子渴望一座桥,冬天不再淌刺骨的冰水去上学",项目成功,6000.00,27240.00,1015,5,10.00,15,7,324,2016/08/06,否,655,15,"淘宝-,,"
公益,10084651,30个尘肺子女的求学路,项目成功,5000.00,26010.00,1050,4,10.00,9,3,206,2016/08/05,否,701,30,"淘宝-,,"
公益,10085647,星星在旅行——中国第一本自闭症家庭游记,项目成功,10000.00,10037.00,284,6,5.00,2,0,99,2016/08/04,否,102,30,"淘宝-,,"
公益,10084858,关爱残障人群，让他们对生活重燃希望！,项目成功,10000.00,15250.00,623,5,10.00,9,0,148,2016/07/28,否,510,10,"淘宝-,,"
公益,10086198,为星星的孩子圆一个电影梦,项目成功,10000.00,10863.00,294,7,5.00,4,1,103,2016/07/27,否,201,20,"淘宝-,,"
公益,10086851,用爱拯救生命，诚邀您加入我们志愿者团队,项目成功,10000.00,65250.00,2260,8,0.50,12,0,1120,2016/08/10,是,660,10,"淘宝-,,"
公益,10088657,【壹基金】长江中下游暴雨洪灾紧急救援,项目成功,100000.00,205045.00,32841,5,30.00,9,10,1256,2016/07/19,否,1157,30,"-,,"
公益,10086214,一颗爱心一个新家，为阜宁风灾人民众筹重建崭新家园,项目成功,10000.00,232820.00,9564,6,10.00,8,6,1582,2016/07/05,否,8006,10,"淘宝-,,"
公益,10084913,你未长大，我不敢老,项目成功,10000.00,58170.00,2396,5,10.00,6,10,714,2016/07/24,否,1972,3,"淘宝-,,"
公益,10084724,抢救康复，星儿智障,项目成功,23280.00,23349.00,1828,0,0.00,10,1,81,2016/07/24,是,NOTFOUND,NOTFOUND,"淘宝-,,"
公益,10084457,让来自大山的民族传童圆梦舞台,项目成功,10000.00,18382.00,198,6,10.00,17,0,42,2016/07/24,是,109,15,"淘宝-,,"
公益,10085573,红丹丹基金·2016盲童夏令营,项目成功,30000.00,30120.00,303,4,20.00,5,4,94,2016/08/08,否,196,30,"淘宝-,,"
公益,10082987,帮藏民拯救圣湖精灵,项目成功,15000.00,21997.00,764,5,10.00,12,6,209,2016/07/19,否,474,15,"淘宝-,,"
公益,10083472,山村老师的最后心愿,项目成功,13050.00,24850.00,969,5,10.00,6,2,173,2016/07/19,否,669,3,"淘宝-,,"
公益,20044328,小小的人儿 小小的开学心愿,项目成功,10000.00,13510.00,223,5,20.00,6,0,121,2016/09/21,否,138,30,"-,,"
公益,20049563,爱心包裹，把彩色梦想还给孩子们！,项目成功,10000.00,10920.00,242,3,20.00,5,0,148,2016/11/25,否,156,30,"-,,"
公益,10088515,【中国扶贫基金会】南方水灾 有你救有力量,项目成功,100000.00,138550.00,5026,5,10.00,4,1,670,2016/07/14,否,3991,30,"淘宝-,,"
公益,10082094,“传递小鞋，我先行”,项目成功,12000.00,13500.00,398,7,10.00,0,1,143,2016/07/02,否,288,15,"淘宝-,,"
公益,10082797,选择领养，不弃养。选择买不到的爱----公益笔记本,项目成功,15000.00,17612.00,197,7,50.00,21,0,564,2016/07/16,否,80,10,"淘宝-,,"
公益,10067133,原创江豚伞---关注长江关爱自己,项目成功,8000.00,13374.00,455,7,10.00,9,0,230,2016/07/19,是,320,7,"淘宝-,,"
公益,10080787,用爱与责任，给它一个能回的家！,项目成功,10000.00,238410.00,8283,7,10.00,8,2,7880,2016/07/18,否,4370,15,"淘宝-,,"
公益,10081539,爱洒山乡桃李间，邀您壹起为乡村教师送新衣,项目成功,10000.00,10429.00,1254,4,10.00,8,0,239,2016/06/21,否,242,20,"淘宝-,,"
公益,10073369,关爱资助孤寡困境老人——让她们老有所养,项目成功,10000.00,29180.00,1057,5,10.00,8,0,448,2016/06/28,否,709,15,"淘宝-,,"
公益,10079203,聆听世界，用声音传递爱,项目成功,15200.00,15540.00,457,3,10.00,1,3,70,2016/06/23,否,314,20,"淘宝-,,"
公益,10080456,为贫困高考生筹集生活费,项目成功,20000.00,44870.00,910,4,20.00,8,5,346,2016/07/01,是,521,15,"淘宝-,,"
公益,10078305,月亮集市-托起残障人士梦想,项目成功,10000.00,10350.00,688,5,10.00,9,1,81,2016/06/23,是,638,30,"淘宝-,,"
公益,10079557,为困境老人修葺房屋,项目成功,6000.00,20600.00,1080,4,10.00,5,2,284,2016/06/18,否,935,3,"淘宝-,,"
公益,10075251,向日葵乡村卫生室-贫困山区青少年健康关爱计划,项目成功,10000.00,11160.00,603,3,10.00,13,3,145,2016/07/30,否,555,30,"淘宝-,,"
公益,10075856,他们的童年冷飕飕，让我们携手送藏区孩子一丝温暖。,项目成功,12000.00,18918.40,780,0,0.00,8,1,231,2016/06/14,否,NOTFOUND,NOTFOUND,"淘宝-,,"
公益,10088936,他们也是祖国的花朵，他们也想绽放。,项目成功,10000.00,36655.00,1175,4,9.00,7,0,521,2016/08/17,否,873,10,"-,,"
公益,10082279,为山区儿童众筹一个安心的学习环境,项目成功,10000.00,15018.00,432,4,9.00,6,0,111,2016/07/15,否,315,10,"-,,"
公益,10065062,来自大凉山深处的期盼，随时能够喝上一口清凉的水,项目成功,15000.00,21130.00,803,9,10.00,2,8,214,2016/06/06,否,572,10,"淘宝-,,"
公益,10075749,关爱资助国家级贫困山村学校,项目成功,10000.00,47130.00,1322,6,10.00,6,0,484,2016/06/06,否,869,15,"淘宝-,,"
公益,10076485,贫困儿童的六一微心愿,项目成功,10000.00,14580.00,539,5,10.00,7,6,146,2016/06/11,否,360,3,"淘宝-,,"
公益,10075909,六一慰问铅中毒儿童村,项目成功,11600.00,13368.00,771,0,0.00,4,2,149,2016/05/25,是,NOTFOUND,NOTFOUND,"淘宝-,,"
公益,10075031,关爱留守儿童，“六一圆梦活动”,项目成功,12000.00,14410.00,339,6,20.00,0,2,100,2016/05/30,否,243,7,"淘宝-,,"
公益,10070269,为贫困山区小学 筹建一间安心教室,项目成功,20000.00,76780.00,2690,4,10.00,6,0,852,2016/06/12,否,2193,30,"淘宝-,,"
公益,10068380,我们的世界彼此相连———————用爱终止流浪,项目成功,5000.00,229904.00,12598,8,3.00,7,9,4938,2016/06/10,是,6458,15,"淘宝-,,"
公益,10080992,圆满人生临终关怀上门服务,项目成功,8000.00,8525.50,369,7,9.50,13,0,83,2016/08/10,否,261,14,"-,,"
公益,10069913,《艺术·江豚》公益展及自然课堂相伴留守儿童,项目成功,10000.00,10228.00,247,7,10.00,12,0,100,2016/05/31,否,181,10,"淘宝-,,"
公益,10073648,关爱资助贫困抗战老兵,项目成功,10000.00,460450.00,19571,5,10.00,20,0,6850,2016/05/21,否,13152,15,"淘宝-,,"
公益,10071259,帮助孤寡老人，让他们少一点艰辛,项目成功,10000.00,55680.00,2360,5,10.00,10,0,994,2016/05/19,否,1972,10,"淘宝-,,"
公益,10071990,给山区贫童一次通过网络学习，了解外面世界的机会。,项目成功,10000.00,22464.00,986,4,9.00,6,0,374,2016/05/16,否,845,10,"淘宝-,,"
公益,10069268,让失聪儿童重获新“声”,项目成功,15000.00,19680.00,583,5,20.00,5,1,396,2016/05/15,是,144,15,"淘宝-,,"
公益,10072915,蜜獾笔记本---关爱动物尊重生命，记录优雅生活,项目成功,12000.00,15620.00,238,9,30.00,36,0,285,2016/05/29,否,128,10,"淘宝-,,"
公益,10071089,买一包高山茶 送留守儿童一份团圆的希望,项目成功,10000.00,11738.00,320,0,0.00,10,0,323,2016/05/06,否,NOTFOUND,NOTFOUND,"淘宝-,,"
公益,10071643,给失禁老人干爽晚年,项目成功,6000.00,29610.00,1215,4,10.00,6,2,256,2016/05/14,否,981,5,"淘宝-,,"
公益,10071077,为自闭症儿童绘画梦想众筹,项目成功,8400.00,11700.00,703,5,5.00,2,0,220,2016/05/03,否,608,5,"淘宝-,,"
公益,10067454,为爱聆听——让父母听见爱,项目成功,10000.00,10580.00,409,4,10.00,13,1,119,2016/04/29,否,333,15,"淘宝-,,"
公益,10067070,“逆境重生” ——提升来深建设者个人抗逆力,项目成功,3000.00,3040.00,139,0,0.00,7,0,72,2016/04/28,否,NOTFOUND,NOTFOUND,"淘宝-,,"
公益,10070012,关爱孤独症-OSAXBCY“享象”跨界设计爱心众筹,项目成功,10000.00,12749.40,586,19,4.20,10,6,601,2016/04/20,是,467,7,"淘宝-,,"
公益,10068422,给山区的孩子一份“未来”,项目成功,20000.00,22076.00,966,5,10.00,0,3,263,2016/04/27,是,834,3,"淘宝-,,"
公益,10063974,不让家乡被垃圾包围,项目成功,10000.00,10160.00,386,6,10.00,7,3,273,2016/04/22,否,261,15,"淘宝-,,"
公益,10063663,筑起一道爱的围墙，还孩子们一片蓝天,项目成功,20000.00,21850.00,539,0,0.00,15,0,207,2016/04/19,否,NOTFOUND,NOTFOUND,"淘宝-,,"
公益,10062224,您的爱心，他们的“心”生,项目成功,10000.00,18980.00,592,5,10.00,4,1,138,2016/05/18,否,438,30,"淘宝-,,"
公益,10067983,春美咱带他们浮水,项目成功,10000.00,10320.00,454,4,10.00,7,0,65,2016/04/30,否,322,15,"淘宝-,,"
公益,10069270,聆听世界,项目成功,10000.00,20490.00,944,3,10.00,11,4,267,2016/06/20,否,831,10,"淘宝-,,"
公益,10067921,关爱失独老人  有爱走遍天下,项目成功,10000.00,12090.00,506,4,10.00,3,7,159,2016/04/18,否,404,10,"淘宝-,,"
公益,10066693,为困境老人，修葺房屋遮风挡雨！,项目成功,10000.00,294070.00,13444,4,10.00,8,10,5143,2016/04/25,否,11310,30,"淘宝-,,"
公益,10066746,服刑人员子女爱无歧视,项目成功,10000.00,24610.00,1009,5,10.00,6,2,403,2016/04/27,否,711,5,"淘宝-,,"
公益,10062841,献出你的爱心来帮助大凉山需要帮助的孩子们,项目成功,10000.00,27840.00,1003,4,10.00,5,10,365,2016/04/29,是,605,10,"淘宝-,,"
公益,10070466,我们一起去看海,项目成功,10000.00,10040.00,332,4,5.00,2,0,94,2016/07/11,是,288,30,"淘宝-,,"
公益,10064099,感恩母爱，珍惜大地之爱；节约用水，关爱母亲水窖!,项目成功,15000.00,18120.00,805,5,10.00,6,0,150,2016/04/09,否,647,15,"淘宝-,,"
公益,27330,助铅中毒儿童健康成长,项目成功,19720.00,34639.00,2826,0,0.00,7,1,366,2016/04/15,是,NOTFOUND,NOTFOUND,"淘宝-,,"
公益,10063911,助卧床老人告别褥疮,项目成功,6000.00,46910.00,2035,4,10.00,8,3,706,2016/04/03,否,1687,5,"淘宝-,,"
公益,10064848,爱心资助贫困学生——我们一起,项目成功,12000.00,26140.00,816,5,10.00,7,0,231,2016/04/07,否,624,15,"淘宝-,,"
公益,10063358,大手牵小手 共筑中国梦 圆留守儿童、孤儿六一梦想,项目成功,10000.00,16650.00,329,6,20.00,7,1,125,2016/03/27,否,245,3,"淘宝-,,"
公益,10063340,传承文化，关爱贵州贫困妇女健康,项目成功,20000.00,20127.90,131,5,64.90,17,0,200,2016/03/27,否,45,30,"淘宝-,,"
公益,10065076,护舒宝#我是女生 - 蝴蝶计划#，遇见更美好的自己,制作中,10000.00,491628.00,9299,5,15.00,11,0,3836,2016/04/03,否,3956,30,"淘宝-,,"
公益,10063838,让爱走进深山儿童——贫困山区儿童援助计划,项目成功,20000.00,21269.00,556,6,11.00,7,0,144,2016/04/02,否,398,30,"淘宝-,,"
公益,10059893,《微笑江豚》原创萌杯首发,项目成功,10000.00,13940.00,230,7,10.00,17,0,156,2016/04/13,是,110,7,"淘宝-,,"
公益,10062927,为折翼的天使建造爱的天堂,项目成功,10000.00,27250.00,1558,6,2.00,1,10,325,2016/04/12,否,770,30,"淘宝-,,"
公益,27335,春节关爱农村铅中毒贫困儿童,项目成功,17980.00,18581.00,1942,0,0.00,8,1,213,2016/02/24,是,NOTFOUND,NOTFOUND,"淘宝-,,"
公益,10061977,斑海豹的新年全家福,项目成功,10000.00,13910.00,415,7,10.00,12,5,230,2016/03/09,是,264,15,"淘宝-,,"
公益,10060941,新年礼包情暖孤老,项目成功,10000.00,18200.00,686,4,10.00,9,1,164,2016/03/08,否,535,15,"淘宝-,,"
公益,10062051,藏区尕娃的新春礼包，10元筑梦，扎西德勒！,项目成功,12000.00,31546.72,1067,0,0.00,10,1,389,2016/03/25,否,NOTFOUND,NOTFOUND,"淘宝-,,"
公益,10062275,自闭症小朋友制作的艺术衍生品——快乐的小猫乐队,项目成功,9000.00,9570.00,846,6,5.00,3,0,149,2016/03/01,否,755,20,"淘宝-,,"
公益,10060041,为枣庄市山亭区南庄西山空巢老人重建温暖房屋,项目成功,20000.00,28340.00,729,3,20.00,8,4,402,2016/02/25,否,506,10,"淘宝-,,"
公益,10060654,给孤儿一份新年礼物,项目成功,10000.00,264220.00,10389,5,10.00,9,6,2847,2016/03/08,否,6864,5,"淘宝-,,"
公益,10042311,【蜜獾】有故事的笔记本：王阿姨和流浪猫狗的情缘,项目成功,15000.00,28230.00,621,6,10.00,0,2,459,2016/03/24,否,225,15,"淘宝-,,"
公益,10061299,给山里萌娃的新年开学礼物,项目成功,10000.00,20960.00,596,4,10.00,11,4,176,2016/02/22,否,426,30,"淘宝-,,"
