项目类型,项目编号,项目名称,项目回报总类,最低投资额,项目图片数量,发起人支持的项目数,发起人历史发起的项目
娱乐,6246,听黄龄话沉香歌风月,6,1,4,0,1
娱乐,5213,李玉刚与你邂逅最美昭君,8,1,6,0,4
娱乐,7513,南方姑娘约你在草原开客栈,5,1,8,35,2
娱乐,4669,金剑圣—仅为你邂逅柳岩而生,4,1,11,2,3
娱乐,6167,比特城邦，终生免费的酒店,5,58,5,0,2
娱乐,5390,安乐窝青年旅舍,5,1,15,0,1
娱乐,5483,哆啦A梦木质儿童平衡车,5,1,32,0,1
娱乐,4367,梵呗—聆听内心的清净,7,1,5,0,1
娱乐,5039,最灵异《双鱼玉佩》惊魂贺岁,6,1,6,0,1
娱乐,2478,青年动力 来自台北的新声,3,1,6,0,1
娱乐,3261,安安-用声音安抚你纯净的心,6,1,5,0,1
娱乐,1625,周鸿祎私人观影Party,3,29,6,0,4
娱乐,3038,程小东 带你拍片带你飞,7,1,6,0,1
娱乐,1947,穿越回800年前的神秘帝国,6,1,8,2,1
娱乐,1709,和郑亚旗一起看鸣梁海战,3,29,5,0,4
娱乐,3660,与红色结缘，时光流转七十年,7,1,3,2,3
娱乐,1930,黄义达十年纪念演唱会上海站,4,100,5,0,3
娱乐,1504,网络歌者回音哥空降南京,4,180,4,0,3
娱乐,1762,爆笑微漫画，专注逗你一分钟,4,30,18,4,1
娱乐,1492,来人民大会堂过最高调的一天,8,100,4,0,1
娱乐,1664,《塔希里亚-诡法棋》桌游,8,1,5,1,4
娱乐,2293,“青春不将就”高校巡演,4,1,8,0,1
娱乐,1889,北京队邀你共享总冠军荣耀,4,1,5,0,2
娱乐,1554,来拯救天天来塔防的世界,5,1,5,0,1
娱乐,1708,和蔡明一起看鸣梁海战,3,29,5,0,4
娱乐,1186,电影《剑河》圆你武侠梦,5,1,6,0,1
娱乐,637,为黄义达筹一首10分钟的歌,5,100,6,0,3
娱乐,1417,为中国好学姐周玥点亮音乐梦,6,50,4,0,1
娱乐,995,为陈翔筹人生第一场演唱会,6,680,8,0,1
娱乐,1164,与网球巨星一起共进晚宴,4,10,5,1,2
娱乐,366,黄义达十年纪念演唱会北京站,6,50,8,0,3
娱乐,35,王小兄弟-群像微电影《你》,7,50,5,0,1
娱乐,1472," 忍者神龟，等你召唤！",7,9,5,1,1
娱乐,1122,酷炫《极限震撼》北京情侣场 ,4,480,4,0,1
娱乐,1426,我是阿兰，我想唱我喜欢的歌,6,1,4,0,3
娱乐,913,爱情只差一步却《触不可及》,7,9,8,0,2
娱乐,1106,相聚球迷日免费见NBA巨星,4,99,10,0,1
娱乐,170,黑天工作室-首部网络短剧,4,50,6,0,1
娱乐,1395,不一样的癌症萌系漫画,5,26,4,2,1
娱乐,561,回到童年的音乐之旅,6,80,11,0,1
娱乐,1117,魔鬼猫占领纽约计划,7,18,5,7,1
娱乐,7,群星邀你支持《小时代3》,3,49,2,4,1
