项目类型,项目编号,项目名称,项目回报总类,最低投资额,项目图片数量,发起人支持的项目数,发起人历史发起的项目
其他,34348,黄金编剧团,1,10,1,0,1
其他,34179,"为了枕边人,换个止鼾枕。",7,529,12,2,1
其他,34154,极地冰球,9,208,10,0,10
其他,33842,微动力塑脸仪：面膜新革命,6,39,8,2,1
其他,33619,可充电智能送风口罩,8,68,31,0,1
其他,34162,十感沉浸互动鬼吹灯,13,10,12,2,1
其他,33577,他们都在改变世界，你呢？,7,1,2,0,1
其他,33969,爱在伯乐，不梨不弃  ,7,49,0,0,3
其他,34168,ASTAS虾青素护肤套装,6,998,5,0,1
其他,33667,润生活一檀一沉一器天然香礼,6,58,5,3,3
其他,34110,大美荔波，神奇茶油,5,99,19,1,1
其他,33668,呵护密码抗菌内裤，免单众筹,7,99,10,145,1
其他,33547,大吉成长记亲子安全舞台剧,5,78,6,0,1
其他,32804,传承古典文化 随缘春联,5,90,10,1,1
其他,31731,拾遗千年的梵音,8,59,8,0,1
其他,33098,艺起学，学钢琴其实很简单,10,499,14,0,1
其他,32780,吃菇有益 美味又养生,8,126,7,0,1
其他,32762,蜂一样的少年，蜜一样的纯洁,9,24,12,0,1
其他,31684,AURA清吸口罩,14,99,8,0,1
其他,33309,宜兴紫砂•称心如意纯手工壶,8,68,11,4,2
其他,32699,魔法森林3D+AR创意礼品,8,99,16,0,2
其他,33246,不会做饭也能轻松做鸡汤！,8,48,20,0,1
其他,32782,一生值得品尝一次的好梨,7,69,9,0,2
其他,33264,又快又持久，我要一“杯”子,9,98,6,8,2
其他,33348,趣宝宝智能婴儿看护器,14,299,6,0,1
其他,33570,牙伴侣口腔护理神器,7,199,6,4,1
其他,32864,倾净去农残 健康本无忧,7,38,5,1,1
其他,33083,拥有此“车”，别无他求,10,29,34,0,1
其他,31540,自驾探寻《魔戒》之旅,7,899,26,0,1
其他,30801,发热会呼吸-紫絮暖绒丝绵被,8,398,18,0,1
其他,30963,四大名陶之建水紫陶,9,99,5,2,2
其他,31279,沙米，沙漠里种出的大米,7,120,6,0,1
其他,31145,家庭紫外光牙具消毒器,9,99,7,0,1
其他,30872,为信用加分的“宜苹果”,7,69,6,0,1
其他,30811,集智核动力琥珀/椒盐核桃仁,8,18,7,0,2
其他,30907,7年陈香珍藏普洱寻知己,6,89,6,0,4
其他,31361,京拍档狼牙众筹,9,2999,8,0,1
其他,30825,仿母乳智能分体玻璃奶瓶,10,68,12,0,1
其他,31135,萌动智能孕期助手,13,69,9,0,1
其他,31244,爱玩的原创鸡尾酒,11,9,43,0,1
其他,30912,会说话的亲子互动游戏帐篷,11,49,6,2,1
其他,30414,无霾之旅,12,29,6,0,1
其他,31257,美国原装进口 婴儿助眠包巾,16,199,26,0,1
其他,31126,一糯千金，铸酒为你,9,85,10,12,1
其他,30717,韩梅梅比利时进口乳胶床垫,11,1899,9,3,3
其他,30440,艺术名家安青怀大师原作众筹,7,298,4,28,1
其他,30063,一个叫萌八怪的手机大声公,7,189,7,0,1
其他,30626,美得不一样的宜兴紫砂壶,7,78,18,0,1
其他,30549,符娃凳：定制专属童年礼,7,128,3,3,1
其他,30611,一款更懂你的化妆刷,12,28,8,0,1
其他,30178,您皂吗？这么任性的手工皂！,7,98,7,0,1
其他,30681,西湖情-因一个人爱上一座城,4,260,5,37,6
其他,30689,星辉MINI折叠三轮车,5,599,0,0,3
其他,30640,星际战士DIY智能机器人,6,228,6,0,1
其他,30151,扛把子来了，电商团队有救了,4,1688,10,0,1
其他,30607,宠爱全家，别错过顺纤维！,9,79,6,1,1
其他,30537,父辈喝过的老成都盖碗花茶,4,59,29,0,7
其他,30496,插画印象 装饰画与纸钱包,7,30,4,0,1
其他,30653,大隐千年的中国  谷雨烟茶,6,399,8,10,2
其他,30249,伊犁鼠兔 手机云玩具,8,78,6,11,1
其他,29933,白石嫡亲再现传世藏品画作,8,298,10,0,1
其他,29857,《一家老小向前冲》方言潮品,9,50,25,0,1
其他,29720,快捷砧板，快乐美食生活,5,99,5,0,1
其他,29797,唐小姐的酒馆 东方美人酒,5,139,16,1,1
其他,29882,三天学会正宗陈氏太极拳,7,209,7,1,2
其他,29244,鬼吹灯之言为心声—摸金符,6,880,7,0,1
其他,29576,甜言米语，一份新米一份心意,8,18,32,1,1
其他,29658,氢养道富氢杯，为健康加好水,6,168,7,0,1
其他,29990,会变魔术的神奇3D魔盒,9,129,24,0,3
其他,29721,疯糖智能情趣玩具,7,189,8,0,1
其他,29786,阿思翠智能运动蓝牙耳机,6,199,4,0,1
其他,29444,明式宜兴紫砂茶叶罐,9,168,28,0,2
其他,29856,赣南脐橙 启“橙”之路,5,33,17,4,3
其他,29730,AirAngel空气净化器,7,299,7,0,1
其他,29855,e扣：婴童防丢众寻智能专家,10,78,9,0,1
其他,29760,为孩子成长筹建健康粮仓,10,39,19,1,1
其他,29527,让我们抱着青春突围,6,19,3,3,1
其他,29517,颠覆传统的时尚消毒喷雾,7,38,20,0,1
其他,29745,给村长叔叔打个电话吧！,7,399,6,0,1
其他,28722,燃在心中，我就是创造,4,99,4,0,1
其他,28804,要你一起·爱吧 音乐盛典,7,1,4,0,1
其他,29430,德国组合式妈咪包，让爱有型,8,399,6,0,3
其他,29087,天赋魔方 从本质上了解孩子,6,2999,5,0,1
其他,28703,美梦精灵，为孩子独睡减压,3,20,4,0,2
其他,29119,j-NOVA智能温控户外装,3,1111,13,0,1
其他,29356,绿之翼隐形口罩新型抗霾利器,7,10,8,0,1
其他,29406,五百家一起，包个菜园子！,8,99,11,0,1
其他,29353,69智能情趣电臀二代,11,1799,7,0,2
其他,29166,众筹未来 做紫砂品牌创始人,6,500,24,1,1
其他,29286,儿童硅胶版“秘密花园”,8,58,13,3,1
其他,29462,一粒松籽  一座长白山,9,1,10,5,3
其他,28701,实感射击，一整年“霸王餐”,4,200,11,2,1
其他,29390,汈汊湖的蟹又肥了,5,119,11,0,3
其他,28970,小普洱闹革命让普洱简单起来,7,48,13,0,5
其他,28673,健康安全的D8智能保温杯,9,168,4,0,1
其他,29368,与熟悉的声音 共赴声音剧场,8,80,11,31,3
其他,28619,控制二手烟，有它就这么简单,6,368,5,3,3
其他,28662,堂悦坊麦饭石多功能快客杯,9,99,13,0,7
其他,28594,我想静静，大朴智能止鼾枕,8,899,15,1,2
其他,28564,2个月通关6年英语,7,2,8,0,1
其他,29348,与熟悉的声音 共赴声音剧场,8,80,11,31,3
其他,29226,与熟悉的声音 共赴声音剧场,8,80,11,31,3
其他,28614,一个让妈妈蜕变为女神的课程,6,299,8,0,1
其他,29024,小姨妈茶·暖心陪伴,6,68,6,0,7
其他,29069,净的富氢水杯，还原健康好水,8,299,18,0,2
其他,28453,无味空间除甲醛净味贴,9,1,5,1,1
其他,28904,求包养——爱她就把TA带走,8,168,5,2,1
其他,27634,京东金融2周年个性化邮票,9,50,6,3,1
其他,28297,咕噜咕噜美人鱼，亲情体验季,3,69,9,2,1
其他,28716,有IQ的鹅绒被，全家抢着睡,10,1111,16,7,1
其他,28081,300年树龄的古树茶,6,188,20,0,8
其他,28044,唤醒自信为美丽而来新潮女包,9,88,8,0,2
其他,27670,一个能让您心静的置茶罐,6,159,5,8,1
其他,27861,蓝堡智能折叠健身车,10,548,13,0,1
其他,27630,海尔车载净化器,7,299,4,0,1
其他,27772,帝王用瓷-给您最健康的饭碗,7,39,5,6,5
其他,27706,UBEST南瓜娃娃车音乐版,7,399,10,0,1
其他,27633,科技抗菌，让宝贝安心出行！,8,29,45,0,1
其他,27978,橙新诚意 “裸奔”而来,9,88,8,2,2
其他,28127,优质香水百合花春节送到家,8,79,14,2,1
其他,27852,艾益家智能艾灸+艾草足浴,6,499,28,1,1
其他,27951,蛋生园3D绘本,9,128,17,0,2
其他,27946,静静无人机：萌宠自拍神器,10,599,30,0,1
其他,27576,以爱之名，品味生态鲜鸡之美,8,108,7,1,1
其他,27562,虎见福建-保护华南虎微电影,8,59,5,0,1
其他,27560,历代书画名迹开光复制品众筹,9,220,14,0,3
其他,27391,当徳化白瓷茶具遇上雪花纹理,6,60,3,3,3
其他,27045,专属定制妆容摇滚甜心彩妆盒,9,69,6,0,1
其他,27251,源自宇航科技的移动美容院,9,111,8,1,1
其他,27172,水舞伞，一把不湿的晴雨伞,7,199,12,0,1
其他,27090,虚境堂青花茶器 开启茶文化,5,98,2,4,1
其他,27139,MasaMax多功能外套,5,699,13,0,1
其他,27267,源自北大荒的孕婴专用米粮,8,36,12,0,1
其他,26894,时光硒望2015·当季新米,7,59,5,0,8
其他,27093,水动感，享受型智能水杯,6,158,4,0,1
其他,27355,好茶在民间 8年紫韵紫芽茶,8,99,21,0,5
其他,27216,STL恒温健康电子烟套装,4,39,22,0,1
其他,27012,自闭症小画家们的赞美画展,5,1,0,1,2
其他,26860,皓群电热羽绒服，暖暖都是爱,9,399,10,0,1
其他,27222,睿子园积木-孩子创造的基石,10,11,6,17,1
其他,26843,唯喔足球，极致跨境足球体验,5,50,10,0,1
其他,26821,糖罐 - 曼谷跨年狂欢之旅,5,169,7,0,1
其他,26550," 传承千年，手工秦筝",4,2998,9,0,7
其他,25784,三只小猫年轻人第一套轻情趣,9,69,7,2,2
其他,25816,民间手工篆刻 ——《禅印》,5,119,19,0,1
其他,25964,为男士设计专属的东方内衣,9,48,38,0,1
其他,26444,八月照相馆 此生爱要不一样,15,999,5,0,1
其他,26791,筹个TA，回家过年,5,699,25,0,2
其他,26823,孕妈专享，留住年轻的法宝！,8,59,7,0,1
其他,25886,招募100＋智能硬件团队,5,1,12,9,29
其他,25905,微播圈筹人气，好产品必须赞,1,0,2,4,1
其他,26407,德国制造Humana奶粉,7,28,8,0,1
其他,25939,协寻有爱 遛娃尽心,9,11,7,0,1
其他,25365,与芭蕾女神希薇•纪莲的邂逅,5,1,7,3,1
其他,26430,来自日本节能安全魔法压力锅,7,328,5,0,1
其他,26536,谁能？分享您的甜蜜和喜悦！,8,53,20,2,1
其他,25418,每天都懂妳 气色自然好,6,56,21,0,1
其他,25540,天然中草药植物洗护套装,7,78,7,0,1
其他,25908,熊猫社会化媒体营销众筹服务,11,1,4,30,4
其他,25767,虚极·宜兴原矿纯手工紫砂壶,5,260,26,6,1
其他,25713,沂蒙高山小米，惊喜你的味蕾,6,15,8,1,6
其他,25458,MFI多功能智能防丢数据线,5,1,6,9,29
其他,25159,超活水+，让家告别虚假洁净,8,1,15,0,1
其他,25349,爱心护家，现在开始不早了！,6,120,8,4,1
其他,25769,你的女人，缺一双好鞋,11,111,6,0,1
其他,25186,禅心为茶，拂拭游云,6,99,4,0,1
其他,25574,站在股神的肩膀上学金融,6,3980,9,2,1
其他,24581,天涯海角年度婚礼,9,1,5,0,1
其他,25143,利和家老姜油，有温度的连接,6,39,18,1,1
其他,25472,新鲜放心粥米，我为孩子出品,8,28,12,3,1
其他,25378,月精 经期排卵日监测仪,11,99,6,0,1
其他,24639,那些人民谣季—听真正的民谣,6,1,4,5,1
其他,25595,北纬39度的大连野生海参,6,199,11,3,1
其他,24565,宜兴纯手工紫砂壶合欢壶,10,1,39,1,8
其他,25115,牧羊人生物智能助眠师,6,799,6,31,2
其他,24332,8H床垫 软硬随变,18,1,25,0,2
其他,24387,好博瑞护眼利眠健康眼镜,9,1,6,1,1
其他,24105,卡菇检测家居环境的自然精灵,6,1,9,0,1
其他,24423,众筹一场海边的设计之旅,10,50,14,0,1
其他,24352,让你嗨爆G点的杯子,7,1,10,0,2
其他,25080,第一眼，中国,10,120,6,0,1
其他,24989,原产地茶农特供,7,1,25,0,8
其他,24671,永寿苹果，氧吧中的新鲜味道,6,58,5,0,1
其他,24139,力博得OR智能电动牙刷,6,1,7,0,1
其他,24479,金赞多功能防胀气奶瓶,7,1,6,0,1
其他,24362,寻找舌尖上的放心大米,6,1,7,0,1
其他,24742,PPT让你为爱做得更多,8,20,24,0,1
其他,24098,贝沃姆开启宝宝洗浴智能时代,6,99,5,0,1
其他,23667,来水立方体验真实飞机驾驶,6,188,18,0,1
其他,24075,从长安到长安·岩途·脱口秀,6,1,1,0,1
其他,23711,拯救和传承尼泊尔唐卡艺术,89,400,33,3,22
其他,23582,夹克厨房轻奢火锅&麻辣美食,12,98,26,0,1
其他,23658,（：意思：）设计沙龙,2,1,6,0,1
其他,23827,艺术苹果—为爱定制因爱而生,7,1,20,0,1
其他,23997,3D内雕天然水晶吊坠,5,169,8,0,1
其他,23707,宋青白瓷-风雅生活必备,8,89,6,6,5
其他,23928,任性小米金酒，一点美好想象,7,1,15,3,1
其他,23753,Sweety超级手表,7,229,24,0,1
其他,23666,艾优味，哎呦喂！神奇的蛋！,9,96,4,1,1
其他,23755,助一亩良田 建专属粮仓,7,1,5,0,1
其他,23579,你的一棵树 全家一年果,6,1,22,3,1
其他,23477,比巴智能早教音响【绘本版】,5,1,11,0,2
其他,23976,加入帮帮团，助力援手日,5,10,5,2,1
其他,23632,甜蜜旅行家，挑战蜂蜜极致,7,99,12,10,4
其他,23080,深山秘境，东方橄榄油的秘密,6,1,8,0,1
其他,23305,两小无猜故事写真集,7,1,2,0,1
其他,22519,大黄鸭儿童成长学习桌椅,10,1,7,0,2
其他,23849,刚走出大山的新鲜野生板栗,6,1,8,6,1
其他,23127,云懿不仅仅是普洱茶,6,36,25,0,1
其他,22702,携手作战，让爱“动”起来！,9,1,51,0,3
其他,23102,“众”下一颗茶树，送给TA,5,100,13,1,1
其他,22650,艺觉砧板 · 不止一面,16,99,9,2,2
其他,22576,西泠印社礼佛经典《心经》,4,1,10,0,3
其他,23492,镇瓷轩－深海霁蓝釉瓷,8,1,5,0,1
其他,22552,90%接近真烟口味的电子烟,5,1,5,0,2
其他,22534,超级万学堂，开学畅学“派”,7,1,5,0,1
其他,22689,颠覆视觉与味觉的黄道仑黑茶,6,1,5,1,1
其他,23476,巴比立方 智能果蔬种植机,10,1,25,0,1
其他,22218,森林音乐会 共筑绿色中国梦,7,1,3,0,1
其他,21833,保温瓶·握拍发力器,7,1,30,0,1
其他,23496,一大波澳洲原生态奶牛求包养,7,1,32,1,1
其他,22054,来一场书香与茶香的约会！,7,1,28,5,1
其他,21948,2015幻想公园科幻嘉年华,7,1,11,1,1
其他,23077,卸力背带-乐享出行,8,1,40,64,1
其他,22404,乐孕阿狸小小云护腰哺乳枕,8,1,0,0,1
其他,21462,神奇富氢杯 快速改善水质,8,1,5,0,1
其他,21512,QQ家族可骑坐卡通旅行箱,5,10,14,0,1
其他,22397,笔韵茶香智能王茶饮机,5,1,6,6,1
其他,22413,葆威智能温控健康电子烟,6,1,22,0,1
其他,22516,24节气养生 孝养不重样,5,1,9,1,1
其他,20968,健康的萌猫,8,1,12,1,1
其他,21779,享瘦日记---便捷营养减餐,7,1,5,0,1
其他,20419,京城秘境正乙祠带你梦回百年,10,48,5,0,1
其他,21905,上海，看一场不一样的杨丽萍,9,1,4,0,1
其他,22431,会讲好故事的儿童早教”鸡“,11,1,11,2,1
其他,21876,宝宝智选，22度恒温纸尿裤,6,1,17,1,1
其他,22101,健康管家—1对1健康顾问,6,1,18,3,2
其他,21024,除氯美肤沐浴净化器-乐淘水,6,1,29,0,1
其他,21129,犀牛小姐内衣，衣橱必备款,5,1,5,0,2
其他,20876,从纸面到布面，为你挑好内衣,7,1,7,0,1
其他,22103,让孩子远离近视的智能管家,6,1,19,5,3
其他,20972,原上草带您走进美丽苔藓世界,6,1,9,0,1
其他,21328,你知道你的“基密”吗,7,1,5,0,2
其他,20495,品味生活之美 选锦骨瓷餐具,8,1,8,0,1
其他,20913,农民伯伯的蜂蜜不加料,5,1,5,1,1
其他,21021,FP按月订阅花田鲜花,5,1,12,0,1
其他,20059,会说话的月饼君,10,1,9,0,1
其他,21404,倍力乐智能震动环,6,1,6,0,2
其他,20121,好孕100让您备孕无忧,8,1,21,0,2
其他,20116,英语森林AR互动4D魔法卡,10,1,5,2,2
其他,20898,一把会行走的茶壶,5,1,13,0,1
其他,20680,逗比木木引领卸妆革命,8,1,4,0,1
其他,19102,一只可以使劲拍的杯子,9,1,6,0,1
其他,20032,不多Budo极致性价比床垫,8,1,8,0,1
其他,19930,密西西比 防磨脚润足膏,8,1,4,0,1
其他,20050,爱如空气 蜜时避孕套,9,1,7,0,1
其他,20021,一杯可以睡前喝的茶,9,1,10,0,1
其他,19274,神级轻断食，只在暖食,7,1,30,0,4
其他,18993,从泥开始的艺术,5,3,3,0,1
其他,19430,领养核桃树，圆梦树龄王,8,1,3,1,1
其他,19013,筹人品啦！攒够人品赢未来！,7,1,3,6,1
其他,19719,机蛋宝宝儿童早教学习机,9,1,5,0,1
其他,18531,蓝猫扫扫乐•AR恐龙魔卡,3,1,6,0,1
其他,18012,吾皇周边，为流浪动物众筹,7,1,3,0,1
其他,19847,蒙顶山下，猕猴桃熟了！,5,1,11,8,1
其他,19589,E喷视液——细胞养目清爽剂,12,1,8,0,1
其他,20048,黑毛猪月饼—真正的上海味道,8,1,13,5,1
其他,18628,“卸甲英雄”巴特尔再逐梦！,6,1,4,0,1
其他,18727,聚焦，让您的婚纱照脱颖而出,5,1,25,0,1
其他,19914,吸吸乐 美国创意拼接玩具,7,1,18,1,1
其他,19940,晋味美，淳朴的健康美味,6,1,3,0,1
其他,18672,森活硅藻土脚垫带你踏触土壤,9,1,17,0,3
其他,18495,竹愿｜纳福，由你所创的惊喜,10,1,10,4,1
其他,18942,迷了路-配方花茶,8,1,28,0,1
其他,17981,追寻原味：阳光可人嘎啦苹果,6,1,5,0,8
其他,18587,Kitty轻盈高景观推车,8,1,7,0,1
其他,18612,凯康智能多功能计数仰卧板,9,1,40,0,1
其他,18013,追寻原味：热带果王金煌芒,6,1,5,0,8
其他,18397,爱和酷智能奶瓶,7,1,10,0,1
其他,17988,成为营养师 成为更好的自己,4,1,13,4,1
其他,18535,智能婴儿床垫，宝宝更爱睡,7,1,6,0,1
其他,17986,宝宝说智能家用胎心仪,5,1,10,0,1
其他,18311,依云水精制me2u莹澈面膜,9,1,8,0,1
其他,17377,予佳庆一支花，为婚礼筹祝福,4,10,4,0,1
其他,18072,DOTA2-TI5线下观战,9,8,4,1,1
其他,17727,《黄河万里图》,10,1,17,0,1
其他,17463,拉拉纯爱泰国之旅,5,1,4,3,1
其他,17424,007儿童定位手表待机之王,6,1,6,0,1
其他,17651,迷你iball智能紧致哑铃,5,1,8,2,6
其他,17903,概念定制  高端儿童自行车,10,399,6,0,1
其他,17973,追寻原味：阳山湖景水蜜桃,7,1,5,0,8
其他,17813,追寻原味：一口爆浆水果玉米,8,1,5,0,8
其他,17774,追寻原味：城市牧羊人,9,1,5,0,8
其他,17734,熊猫眼专用熊猫眼膜,5,1,5,30,4
其他,17921,撕货套装，狂躁症治愈系,6,1,10,1,1
其他,17220,杞飞专注健康  助飞梦想,6,1,7,0,1
其他,17680,放心怀孕的蔬果天然叶酸,7,1,10,1,1
其他,17878,追寻原味：理塘的松茸苏醒了,8,1,5,0,8
其他,17489,佳贝艾特妈妈配方羊奶粉,9,1,5,0,1
其他,17820,MW中空轮滑板车,7,1,4,0,1
其他,16583,王力宏首场线上互动签售会,6,2,4,0,2
其他,17132,缅甸丹老群岛帆船航海之旅,5,1,11,0,1
其他,17090,创业大革命遇见商道新思维,9,1,5,0,1
其他,16486,互联网快营销茶馆，约么？,6,1,6,0,1
其他,16953,和正能量联盟预约团圆,5,1,12,0,2
其他,16983,以更好的方式，告别厨房垃圾,5,1,19,0,3
其他,16172,来一杯健康的古树滇红茶,6,1,8,0,4
其他,17196,母婴专用滤水壶，来自意大利,5,1,27,0,1
其他,16602,一家一圣人：把孔夫子请回家,4,1,10,0,1
其他,16870,菠萝树5D智慧字母玩具,5,249,14,0,1
其他,16014,十二花神杯 传递东方的优雅,6,1,6,6,5
其他,16742,尼库商务便携式盒子电子烟,7,1,29,0,1
其他,16207,节省30%一样装修出好房子,4,1000,4,0,1
其他,16286,费雪宝宝围栏，带着爱放手,7,1,17,6,1
其他,16373,MTea邀你上门约泡,9,1,8,18,1
其他,16450,亲妈才给买的安全座椅,7,1,22,6,1
其他,15045,极致体验私人飞机,8,1,4,0,2
其他,15053,夜光拖鞋，照亮爸妈起夜的路,4,1,4,0,2
其他,14693,光爱宝高效漫反射婴幼儿灯具,7,1,6,0,1
其他,15373,新锐悬挂筷子，畅享筷意人生,6,1,7,0,1
其他,14997,优极原创分体设计运动水壶,8,1,6,2,1
其他,15558,茶素材，早已与你不期而遇。,5,1,5,9,2
其他,15438,珠联璧合之链恋定制手链,8,1,9,16,4
其他,15383,一粒松籽到一颗蓝莓的旅行,7,1,10,5,3
其他,15375,夜太黑，香迈沉香茶伴君入眠,7,1,6,0,1
其他,15062,爆笑舞台剧《乌龙山伯爵》,5,200,12,0,1
其他,15887,购运动手环与C罗零距离接触,4,1,7,0,1
其他,14882,拼酒还是拼命？解酒基因检测,6,1,14,0,1
其他,14902,靓肤新宠*纳米喷雾补水仪,9,1,7,2,2
其他,14761,臻爱·轻奢荷尔蒙食养茶,6,1,8,0,1
其他,14929,2015互联网女皇报告解读,5,20,7,1,1
其他,15367,当梦想遇上美丽,6,1,9,8,21
其他,14305,7-11聚众飙车，你敢来吗,7,1,5,0,1
其他,14544,一份来自青春的请柬,10,1,13,0,1
其他,13935,和蒙曼相约木偶剧院亲子之旅,10,1,6,0,3
其他,14509,竹子城市休闲自行车,5,1,6,2,1
其他,14275,老乌山里，普洱茶香,7,1,4,0,1
其他,14413,正反双向驱动儿童自行车,13,1,48,3,1
其他,14684,扭腰客情侣浴巾,9,1,16,23,1
其他,14028,坚持古法手酿的纯粮好酒,5,1,4,0,1
其他,13459,与《仙剑六》共赴纯美之约,6,60,5,0,1
其他,14554,元阳哈尼梯田生态红米  ,5,1,4,0,1
其他,13974,空气盾 无电灭菌车载净化器,8,180,32,2,1
其他,14089,Boo 一支带有魔力的牙刷,7,1,16,2,1
其他,13938,嘘嘘宝  智能育儿助手,8,1,5,4,1
其他,14031,SMY迷你温控大烟雾电子烟,5,1,11,2,1
其他,13680,支持张正的长城计划,5,1,5,1,1
其他,13610,鲜途欧洲真空保鲜专家,8,1,10,0,1
其他,14248,洛比智能学习机器人,7,1,5,50,1
其他,14242,格外多德  专利红酒,6,1,5,1,1
其他,13053,"百得康心电宝,医生伴你行",6,1,3,0,1
其他,12381,拿的出手的清洁尤物,7,1,16,0,3
其他,12981,炮炮兵，特种兵夏令营,3,2,4,0,2
其他,12276,筹一座冥想隐修的山居禅院,6,1,3,0,1
其他,12459,腾爱云新型婴幼儿智能体温计,7,1,13,0,1
其他,13528,留美博士奶爸的喂奶神器,7,1,5,8,2
其他,13304,卡丁车开启宝贝探险新旅程,6,1,10,0,1
其他,13586,专为少女研发定制的卫生巾,7,1,5,0,1
其他,12709,全新大型桌面空气净化器,9,1,10,0,11
其他,13642,Aller等离子除菌箱,8,1,4,0,1
其他,13612,屋莫愁 168套6.18折,27,61800,0,0,22
其他,13500,屋莫愁 众筹买房为家享更多,24,20000,0,0,22
其他,13170,SILI-CUP健康杯,6,1,23,4,1
其他,12627,期货原来可以这样玩,8,1,5,0,1
其他,11529,国民暖男让生理期不再孤单,8,1,17,0,1
其他,10035,50年老枞 古法炭焙上品茶,7,1,6,0,1
其他,10777,SODASODA气泡水机,7,1,6,0,1
其他,10622,养棵茶树，喝杯好茶,8,1,29,3,1
其他,9968,澳乐学习园地,5,1,5,0,1
其他,10372,多参宝掌上监护仪,5,1,4,0,1
其他,11172,AiBabe智能红外体温计,9,1,17,0,1
其他,10580,娃娃亲亲儿童社交智能玩具,7,1,4,0,1
其他,11782,宝宝最爱吃的老味道放心粮,6,1,8,3,1
其他,11623,中国抗战老兵公益拍摄集结号,7,10,4,0,2
其他,11813,生物技术超浓缩洗涤片,7,1,5,0,1
其他,11118,跨界引领“中国馆”梦想之旅,7,1,3,4,1
其他,10379,暖食，养肺Spa汤,7,1,26,0,4
其他,10488,好酒桂魄：唯有匠心不负光阴,6,1,7,12,1
其他,10126,一宅三生：酒舍改造筑梦计划,4,1,4,0,1
其他,11020,让天下女人在世界绽放光芒,6,1,3,6,1
其他,9535,史诗《战马》 席”券“而来,8,1,9,0,3
其他,9613,小苗苗亲子游戏智能故事机,8,1,9,0,1
其他,9853,龙牙永久抑菌除臭银离子内裤,7,1,19,0,1
其他,8380,多乐士竹炭儿童漆,4,1,5,0,1
其他,9541,战马零距离接触京东答谢专场,4,1,9,0,3
其他,9087,“保手派”人体工学健康鼠标,7,1,35,1,1
其他,9668,贝美亲子互动玩具,6,1,41,0,1
其他,8673,现场听龙叔带你探寻古墓惊魂,8,1,2,0,1
其他,9102,RECARO儿童座椅赛车版,6,1,4,0,1
其他,9519,关爱女性健康 预防高发肿瘤,6,1,6,0,1
其他,9455,Youdi全新智能宠物犬,5,1,7,0,3
其他,9042,行走的粮仓,9,1,23,10,4
其他,8759,智能硬件挑战吉尼斯由你见证,3,1,10,9,29
其他,9628,Bebele易洗优质儿童盘,7,1,5,0,1
其他,9532,“孤山回响”摄影纪实项目,8,1,34,0,1
其他,7979,让妈妈放心的好奶粉,6,1,6,0,1
其他,7591,DREAL止鼾戒指,6,1,22,0,1
其他,7849,烟趣电子替烟戒烟器,5,1,4,0,1
其他,7612,可思贝防雾霾婴儿车,6,1,10,0,1
其他,7130,香烟伴侣 智能烟嘴,7,1,26,0,3
其他,7621,奔驰智能教育互动童车,6,1,10,0,1
其他,7566,只属于你的明成化斗彩鸡缸杯,4,1,7,6,5
其他,6786,舒宝莉有机棉卫生巾,6,1,6,0,1
其他,7891,宝贝摧毁计划,6,1,6,3,1
其他,7249,来一场梦幻的车展,7,1,4,0,1
其他,7420,内衣宝——内衣除菌保洁器,8,1,5,0,1
其他,7462,蜂巢公司小清新空气检测仪,7,1,4,0,1
其他,7200,雒世铭诗书画成就展,4,1,4,0,1
其他,7243,互联网创业者大会,6,1,9,0,1
其他,6273,第五源 香氛仪,6,1,5,8,1
其他,7941,来吧！用盐自制消毒液!,8,1,15,21,2
其他,7237,一起上中欧创业营,5,68,3,41,1
其他,5471,氧卫士家用超氧农残净化器,8,1,3,0,1
其他,5367,开心熊宝早教机器人,6,1,5,0,2
其他,5571,奇族儿童社交智能公仔,8,1,9,0,1
其他,5604,SWAN智能温度体重秤,7,1,17,1,1
其他,6047,ellemoi亲子游戏卡牌,9,1,5,0,1
其他,6088,一款解决众愁的纸尿裤,7,1,7,0,3
其他,5378,蛋生世界 3D互动科普卡,7,1,6,0,2
其他,6108,首届•中国魅力女性嘉年华,8,1,4,0,1
其他,5756,万壕计划·轻塑果饮众筹微商,2,1,8,0,1
其他,5433,鲜磨稻花香 尼克有机硒米,9,1,6,0,1
其他,6192,与靓颖共守地球感受单纯美,6,1,11,1,1
其他,5505,可可考拉儿童防霾口罩,7,1,4,0,1
其他,5627,克鲁德——儿童语言升级训练,7,1,0,0,1
其他,5947,触控式无铅抑菌节水龙头,6,1,19,2,1
其他,5632,奥地利有机梦想之旅,6,1,16,3,1
其他,6073,Nice care智能拐杖,7,1,24,3,2
其他,4302,木马设计-宝宝智能恒温浴盆,7,249,18,9,29
其他,4370,西班牙卡莎尔百年橄榄油世家,9,1,5,0,1
其他,4565,韦乐雅斯 婴儿专用测温计,6,1,3,3,1
其他,4417,迷你考拉盒,5,1,4,0,1
其他,4552,莫凡  更安全的卫生护理品,7,1,12,0,1
其他,4418,2块钱和TFBOYS做同学,1,2,6,1,1
其他,4691,果宝特攻智能早教机器人,5,1,14,9,1
其他,4138,BERZ 彩虹兔儿童组餐具,7,1,15,0,1
其他,4341,名家春联，传递手书的美好,9,1,10,0,1
其他,4356,思言书屋名家书法春联,5,1,4,0,1
其他,4733,易简安全卫士S+理发器,9,1,7,0,1
其他,4399,安洁专业安全消毒除菌系列,7,1,25,10,1
