项目类型,项目编号,项目名称,项目回报总类,最低投资额,项目图片数量,发起人支持的项目数,发起人历史发起的项目
设计,42495,蟒蛇真皮苹果6/6S手机套,11,199,8,0,2
设计,42115,三件客 3D量体定制衬衫,11,1,12,3,2
设计,42082,过年撒欢！首汽租车带你回家,5,999,4,10,2
设计,42425,福人送福礼，厚厚立体福,8,99,4,0,1
设计,41135,魔吻首饰妙尔尼尔系列转运珠,6,99,17,0,3
设计,41006,魔法古符-蓝星漫能量手机壳,5,188,24,0,2
设计,41533,LMuse天然白水晶吊坠,9,99,10,3,3
设计,40493,知己悠品·天地人旅行茶器,8,58,4,0,1
设计,41127,告别洗涤剂不沾水的餐具,9,96,5,0,4
设计,41505,中秀“芯”体验蚕丝被,6,799,10,2,1
设计,41439,传承古法雕刻艺术版画,7,500,5,0,1
设计,40950,真爱大使毛晓彤陪你过情人节,6,168,10,0,1
设计,40712,5小时快装修 让家焕然一新,6,699,6,0,1
设计,41011,大隐五行全自动开合伞,9,300,10,0,1
设计,40578,2016金福猴纯金贺岁钱,12,168,10,0,2
设计,41016,双肩包里的便携收纳板,7,49,5,4,1
设计,41099,“茶曲”茶具 轻奢新主义,8,159,5,0,1
设计,40631,缓解腰痛，若云新型健康床垫,9,1899,5,0,1
设计,41446,【暖心】一只会呼吸的壶,9,15,6,3,2
设计,40679,风华绝代，人文紫砂壶众筹,5,398,15,0,5
设计,34655,包大人红包 之 版画猴,9,36,5,0,17
设计,34667," 包大人红包 之 步步高升",9,36,5,0,17
设计,34614,包大人红包 之 过年有福,9,36,6,0,17
设计,34668,包大人红包 之 紫金福猴,9,36,5,0,17
设计,34638,包大人红包 之 双鱼戏猴,9,36,5,0,17
设计,34634,包大人红包 之 猴抓香蕉,9,36,5,0,17
设计,40298,古悦堂的紫砂杯会“说话”,7,88,13,0,2
设计,40323,艾尔音云琴盒,6,299,14,0,1
设计,34639,一款神奇的坐垫 ,13,99,8,0,1
设计,34631,佛教七宝 紫气东来转经轮,8,280,5,0,1
设计,34742,雷神电竞之铠甲背包,10,1,12,3,7
设计,34636,全屋定制，我们在索菲亚等你,7,99,22,2,1
设计,34570,续茶器之约，匠心制作,5,300,16,5,3
设计,40374,早先生--你想枕样就怎样,13,499,9,0,1
设计,40377,鸿基净化宝，尽享深呼吸,8,128,8,3,3
设计,34135,瀑布醒酒瓶,6,688,5,0,10
设计,33861,一只被驯服的保温杯,7,196,5,0,1
设计,34038,沃凡思抗菌水洗保暖被,11,399,6,0,1
设计,34188,设计师利器套装,9,238,8,0,10
设计,34061,复古长柄伞，男士的黑色腔调,7,169,6,0,11
设计,33999,完美牛排，一“针”搞定,7,268,8,0,10
设计,34154,极地冰球,9,208,10,0,10
设计,33910,圣天虹智能音乐按摩文胸,7,398,6,0,1
设计,34388,MINI倒影灯，百变倒影,6,158,10,0,2
设计,34367,新年礼物-固特异手工定制鞋,6,958,6,0,3
设计,33972,混乱终结者 再造茶空间,7,168,5,6,1
设计,40303,EXO项链全球限量版,95,188,9,0,2
设计,34117,小钉耙簸箕，灵感源于二师兄,10,35,16,5,1
设计,34540,穿越1930民国女神养成器,8,999,3,0,1
设计,34497,极纸便携式折叠纸桌,8,199,4,0,1
设计,34477,夏河和爱尔甜心给你的彩妆礼,7,128,3,1,1
设计,34179,"为了枕边人,换个止鼾枕。",7,529,12,2,1
设计,33667,润生活一檀一沉一器天然香礼,6,58,5,3,3
设计,32862,【香月】品东方美学香器,4,188,5,0,6
设计,32846,3000年的陪伴 壹鹿有妳,10,29,10,1,3
设计,33098,艺起学，学钢琴其实很简单,10,499,14,0,1
设计,33327,衡利反骨伞,8,89,9,0,11
设计,33538,美赫 将香水夹在钱包里,10,39,28,0,1
设计,33787,七星造物 纯手工锤纹铜茶器,6,97,5,1,1
设计,33757,8H床垫 梦开始的地方！,18,1,31,0,2
设计,33682,国礼钧瓷，茶具私人订制,8,99,8,3,1
设计,33767,玉见——纯粹的翡翠,8,1399,9,16,4
设计,33027,闲然让设计开花，梦想结果,6,1,3,0,1
设计,33842,微动力塑脸仪：面膜新革命,6,39,8,2,1
设计,33604,来自玛瑙之都的手工原石雕刻,6,899,41,6,1
设计,33271,秋柿壶-原创手工宜兴紫砂壶,9,38,5,0,2
设计,32747,HIFI高蜚蓝牙运动耳机,7,88,6,37,1
设计,32796,观雅 精致女人专属珠宝柜,6,1299,5,27,1
设计,31574,TTi-100 迷你 钛笔,9,199,10,3,6
设计,32688,大山农品纯天然洋槐蜂蜜,6,19,14,2,1
设计,31145,家庭紫外光牙具消毒器,9,99,7,0,1
设计,31642,【同心】十字架项链,9,69,3,0,1
设计,31584,一份来自鄂尔多斯的问候,6,188,15,12,1
设计,31113,宫廷瑰宝   郎窑红茶具,6,80,5,3,3
设计,30681,西湖情-因一个人爱上一座城,4,260,5,37,6
设计,30549,符娃凳：定制专属童年礼,7,128,3,3,1
设计,30626,美得不一样的宜兴紫砂壶,7,78,18,0,1
设计,30611,一款更懂你的化妆刷,12,28,8,0,1
设计,30707,珊瑚石茶盘香炉限量纪念版,12,1,9,1,1
设计,30492,宜兴纯手工紫砂壶仿古壶,9,68,33,1,8
设计,30860,为梦想而做：玉西施紫砂壶,6,15,16,0,2
设计,30801,发热会呼吸-紫絮暖绒丝绵被,8,398,18,0,1
设计,31695,《千年国医》，注定创造历史,6,199,5,27,1
设计,30963,四大名陶之建水紫陶,9,99,5,2,2
设计,30176,九华山双溪寺平安情侣吊坠,7,330,6,13,8
设计,29266,复刻回忆｜定制专属礼物,9,9,9,0,1
设计,30178,您皂吗？这么任性的手工皂！,7,98,7,0,1
设计,30206,异星部落  创意生态盆栽,7,158,5,0,1
设计,29795,MOVA复古光能自转地球仪,8,799,6,0,2
设计,29257,画家手绘国画瓷器,9,500,6,0,1
设计,29858,【岁月星辰】系列原创首饰,9,98,17,4,7
设计,30159,开合隐藏式智能保险柜,6,34944,5,0,1
设计,29791,春上——SAN衣帽架,6,279,7,1,1
设计,29444,明式宜兴紫砂茶叶罐,9,168,28,0,2
设计,29503,MORE 远不止一个包,9,158,8,1,1
设计,29797,唐小姐的酒馆 东方美人酒,5,139,16,1,1
设计,30334,【匠艺木笔】用手艺重温书写,11,79,6,11,3
设计,29561,复烧火凤天目，再现宋元之珍,8,99,11,1,1
设计,29720,快捷砧板，快乐美食生活,5,99,5,0,1
设计,29467,实用主义的时跃旅行箱包,10,388,38,4,1
设计,29253,RINGMAN 颈间的信仰,8,199,13,1,3
设计,29011,四象茶配-简其形厚其蕴,9,10,11,0,3
设计,29222,一款为深睡眠而生的高配好枕,7,179,12,1,2
设计,28619,控制二手烟，有它就这么简单,6,368,5,3,3
设计,28662,堂悦坊麦饭石多功能快客杯,9,99,13,0,7
设计,28686,猫王1，闻名不如见面！,6,3998,1,1,5
设计,28444,原创设计 梅花抱枕刺绣靠垫,9,29,10,0,1
设计,28970,小普洱闹革命让普洱简单起来,7,48,13,0,5
设计,28353,与后街MINI一起非同小可,7,1,14,0,1
设计,28594,我想静静，大朴智能止鼾枕,8,899,15,1,2
设计,28497,手绘神器!随身携带随心所画,6,87,19,2,1
设计,28410,土耳其百年工艺传承艺术绘盘,15,39,22,11,2
设计,28673,健康安全的D8智能保温杯,9,168,4,0,1
设计,28604,琥珀趣志-亲手制作蜜蜡首饰,8,199,5,64,1
设计,28844,一个讲述国安温暖记忆的杯子,6,399,7,0,1
设计,27974,络家积木LED氛围灯,8,89,10,2,1
设计,28169,大树之美 软木功能箱包系列,8,70,20,0,2
设计,28081,300年树龄的古树茶,6,188,20,0,8
设计,27931,火凤凰便携烧烤炉,7,338,2,0,5
设计,27557,戏曲动漫卡通抱枕,8,78,6,1,1
设计,27949,生命水壶 滤出健康水,5,269,7,0,1
设计,28147,特美刻保温杯 暗夜皇冠,8,149,0,0,1
设计,28044,唤醒自信为美丽而来新潮女包,9,88,8,0,2
设计,27493,御檀房—小叶紫檀的前世今生,9,360,0,0,4
设计,27756,美安娜养生床垫等你来裸睡,7,188,4,0,1
设计,27773,Bulbing护眼科技灯,8,179,8,2,2
设计,27755,一口32cm真正不粘无烟锅,8,499,21,1,1
设计,27650,“莎乐美”唯美浪漫蕾丝伞,5,129,7,4,1
设计,27804,龙笃笃2016月读成长计划,5,68,3,0,1
设计,27896,来自国际时装周的丝绸披肩,6,198,7,0,1
设计,27514,森活布谷门饰新宠 铃动空间,9,11,13,0,3
设计,27670,一个能让您心静的置茶罐,6,159,5,8,1
设计,26788,英雄之笔-做自己的英雄,4,95,4,37,6
设计,27478,3D打印尝鲜 定制爱的礼物,5,88,4,0,1
设计,27045,专属定制妆容摇滚甜心彩妆盒,9,69,6,0,1
设计,26887,一盏好灯  与众不同,5,179,5,0,1
设计,27391,当徳化白瓷茶具遇上雪花纹理,6,60,3,3,3
设计,27279,创将 可移动式地暖垫,6,999,25,0,1
设计,27139,MasaMax多功能外套,5,699,13,0,1
设计,27087,Shwite智能枕,9,188,10,0,1
设计,27172,水舞伞，一把不湿的晴雨伞,7,199,12,0,1
设计,26791,筹个TA，回家过年,5,699,25,0,2
设计,27251,源自宇航科技的移动美容院,9,111,8,1,1
设计,27214,小自然智能生态鱼缸,10,126,4,2,1
设计,27448,大师经典巨作 大猫王收音机,12,18998,18,1,5
设计,27447,工艺师韩惠琴全手工牡丹紫砂,11,99,31,0,1
设计,27090,虚境堂青花茶器 开启茶文化,5,98,2,4,1
设计,26958,防水迷你苹果扩容U盘,13,119,10,7,3
设计,26550," 传承千年，手工秦筝",4,2998,9,0,7
设计,26435,百年景舟私享紫砂订制,8,99,18,0,5
设计,25767,虚极·宜兴原矿纯手工紫砂壶,5,260,26,6,1
设计,25703,丝罗兰高品质桑蚕丝被,11,99,7,0,1
设计,25964,为男士设计专属的东方内衣,9,48,38,0,1
设计,25833,GoTravel囧云颈枕,7,58,7,0,1
设计,26444,八月照相馆 此生爱要不一样,15,999,5,0,1
设计,26214,花好月圆之链恋,6,399,8,16,4
设计,25816,民间手工篆刻 ——《禅印》,5,119,19,0,1
设计,25741,潘家园皮影-众传承•筹未来,9,99,4,0,1
设计,26186,不曾见过的皇菊,5,79,10,1,2
设计,26582,独一无二的茶器 国礼钧瓷,9,15,6,9,1
设计,25556,魔米，绣出属于你自己的床品,8,100,15,6,1
设计,25921,Qee全球街拍探秘,8,200,9,0,1
设计,26116,为你撑腰--竹艺护腰硬枕,8,99,0,0,1
设计,25784,三只小猫年轻人第一套轻情趣,9,69,7,2,2
设计,25271,明远书事——实用器,7,298,22,0,7
设计,24281,男神女神养成记 自己画唐卡,5,338,6,0,1
设计,25418,每天都懂妳 气色自然好,6,56,21,0,1
设计,25526,依蕾托“会呼吸”的纯羊绒被,8,488,5,4,3
设计,25440,原创悟空生肖猴吊坠,10,158,8,38,3
设计,24493,琥珀香：五千万年前的能量源,6,499,4,1,1
设计,24332,8H床垫 软硬随变,18,1,25,0,2
设计,24330,XL储物水壶,9,1,6,1,9
设计,25160,柏瑞居迷你百变橱柜,8,1,6,0,1
设计,25540,天然中草药植物洗护套装,7,78,7,0,1
设计,24352,让你嗨爆G点的杯子,7,1,10,0,2
设计,24387,好博瑞护眼利眠健康眼镜,9,1,6,1,1
设计,24423,众筹一场海边的设计之旅,10,50,14,0,1
设计,25106,《旋风少女》周边产品,8,32,16,0,1
设计,23618," 富基仕LED智能移动电源",7,1,16,0,1
设计,24565,宜兴纯手工紫砂壶合欢壶,10,1,39,1,8
设计,23551,源于台湾的香氛灯,5,299,19,0,2
设计,25132,专属定制——你的摇头公仔,10,230,18,9,1
设计,23997,3D内雕天然水晶吊坠,5,169,8,0,1
设计,23827,艺术苹果—为爱定制因爱而生,7,1,20,0,1
设计,23911,『此间有竹』禅意玻璃器组,4,258,7,0,1
设计,23658,（：意思：）设计沙龙,2,1,6,0,1
设计,23629,【敢爱】原创手工镶钻银饰,7,1,10,4,7
设计,23492,镇瓷轩－深海霁蓝釉瓷,8,1,5,0,1
设计,23679,一年级孩子的礼物专属定制书,7,59,10,0,1
设计,23652,谈场执喵之手与喵偕老的恋爱,8,99,6,0,1
设计,23825,唐嫣现身曙光之战送限量周边,9,1,5,0,1
设计,23582,夹克厨房轻奢火锅&麻辣美食,12,98,26,0,1
设计,23914,原创设计赖特里情感小夜灯,6,63,3,2,1
设计,23828,匠心高工艺银手镯·夏日雨荷,8,1,6,0,1
设计,24105,卡菇检测家居环境的自然精灵,6,1,9,0,1
设计,23682,素原首饰 花丝香囊,5,99,4,0,2
设计,22856,四象签名笔：简其形厚其蕴。,9,1,5,0,3
设计,22576,西泠印社礼佛经典《心经》,4,1,10,0,3
设计,22519,大黄鸭儿童成长学习桌椅,10,1,7,0,2
设计,23436,瓷鸣手机共鸣音箱,9,1,0,0,1
设计,22761,四大灵鸟宜兴紫砂品茗杯,7,79,29,1,2
设计,23127,云懿不仅仅是普洱茶,6,36,25,0,1
设计,22290,慧派创！旅行箱中的变形金刚,7,1,37,0,1
设计,22650,艺觉砧板 · 不止一面,16,99,9,2,2
设计,22582,一件不会有汗味的T恤衫,7,1,6,1,3
设计,23102,“众”下一颗茶树，送给TA,5,100,13,1,1
设计,22325,膳魔师十二星座夜光杯,8,1,4,1,1
设计,22702,携手作战，让爱“动”起来！,9,1,51,0,3
设计,22863,3d打印定制耳机,6,999,9,1,1
设计,22404,乐孕阿狸小小云护腰哺乳枕,8,1,0,0,1
设计,22257,小鳴实木CD播放器,7,1390,27,28,1
设计,22397,笔韵茶香智能王茶饮机,5,1,6,6,1
设计,21140,SleeQ原创本与袋,5,1,5,0,1
设计,22187,BM高端定制四季墨镜,9,488,14,68,2
设计,21990,《千里明月寄相思》原创首饰,9,1,8,4,7
设计,22137,ECOEY混凝土大厦花盆,8,1,9,0,3
设计,21385,秋枫系列纯银吊坠,8,1,10,1,7
设计,21311,月亮兔 设计师原创银饰,6,49,4,0,1
设计,21462,神奇富氢杯 快速改善水质,8,1,5,0,1
设计,21764,思帕客艺术家系列骑行服,6,1,18,0,1
设计,21328,你知道你的“基密”吗,7,1,5,0,2
设计,22215,粗陶还原焰工艺的日式风情,6,39,16,0,2
设计,21936,和凯蒂猫一起去旅行,9,1,22,0,1
设计,22216,哈尔斯音乐智能水杯,7,1,23,0,1
设计,21137,SUNSHINE原创首饰,6,1,6,0,2
设计,21565,海派名家艺术轻携移动电源,6,139,8,0,1
设计,21305,TTi-180s机械陀螺,8,1,7,3,6
设计,21512,QQ家族可骑坐卡通旅行箱,5,10,14,0,1
设计,20019,表里如一的泥彩美瓷,7,1,11,0,2
设计,20972,原上草带您走进美丽苔藓世界,6,1,9,0,1
设计,20869,铜师傅全铜作品《股市劲牛》,6,1,19,2,1
设计,21129,犀牛小姐内衣，衣橱必备款,5,1,5,0,2
设计,20477,脚气终结者之原创智能鞋护理,6,1,5,0,3
设计,20032,不多Budo极致性价比床垫,8,1,8,0,1
设计,20049,众筹爱情  表白新宠,6,1,5,0,1
设计,20982,禀临·阳光神奇可调灯,7,1,6,0,2
设计,19968,大圣归来小空空系列U盘,5,1,4,1,29
设计,21064,原创手办蒸汽朋克洛克汪,9,1,4,1,1
设计,21107,寻找景德镇传承手工盖碗,9,1,5,0,2
设计,20695,张杰专属音乐盒,4,1,3,0,1
设计,20009,独特中国味道-陶瓷香水,5,1,39,0,1
设计,20495,品味生活之美 选锦骨瓷餐具,8,1,8,0,1
设计,20888,一款只为爸妈定制的月饼,8,1,6,0,1
设计,20676,好茶配好壶 好友互品茗,8,99,8,0,1
设计,19508,为生活量身定制的青年茶,6,1,5,1,1
设计,19155,"曰,七夕定制香水diy礼盒",6,1,9,0,2
设计,19187,小Q触控护眼灯,7,1,9,0,2
设计,19943,大圣归来 大圣彩虹杯套装,4,49,8,1,29
设计,19927,一顶棒球帽无缝继承大圣衣钵,5,1,4,1,29
设计,19930,密西西比 防磨脚润足膏,8,1,4,0,1
设计,19566,久时花南非永生钻石玫瑰,8,1,7,0,1
设计,19780,硬糖★★颜值爆表的智能插座,8,1,5,0,1
设计,19102,一只可以使劲拍的杯子,9,1,6,0,1
设计,18672,森活硅藻土脚垫带你踏触土壤,9,1,17,0,3
设计,18495,竹愿｜纳福，由你所创的惊喜,10,1,10,4,1
设计,19165,百鸟之王孔雀咖啡杯,6,1,12,2,3
设计,18642,虚位—贴近你生活的艺术家具,5,298,5,4,1
设计,19886,一朵有温度的云抱枕,8,1,16,0,1
设计,19579,禁飞区超薄透气防晒防蚊服,9,1,6,0,1
设计,19897,小美助驾语音遥控器,6,68,5,0,1
设计,16796,人生若只如初见，原创青瓷壶,4,1,29,37,6
设计,16980,堂悦坊  女性专属茶具凝香,8,1,9,0,7
设计,17901,梦幻斑斓变色杯,7,1,4,13,8
设计,18454,【香山】品东方美学香器,9,1,5,0,6
设计,17513,一人食器秉持传统的匠心手作,9,1,13,0,1
设计,16843,唯润，不用洗涤精的餐具,9,1,5,0,4
设计,17793,福禧红木牛皮名片夹,9,1,8,0,2
设计,17846," 撩动情人心的黄金狐狸传情",5,1,5,1,1
设计,17706,墨韵•酒魂——品酱香之道,5,1,8,1,1
设计,17500,1分钟制作美味冰沙的神奇杯,6,1,0,0,1
设计,18458,寻找中国最后的伞王藏家,8,1,7,0,1
设计,16953,和正能量联盟预约团圆,5,1,12,0,2
设计,16983,以更好的方式，告别厨房垃圾,5,1,19,0,3
设计,17463,拉拉纯爱泰国之旅,5,1,4,3,1
设计,17523,小盒子 - 大宇宙,6,1,3,4,1
设计,18439,Koukoukou法国瓷艺,7,1,6,0,1
设计,15912,与你共赴一场茶器之约,6,1,8,5,3
设计,16201,创意水杯设计，全新冲泡体验,6,1,6,0,1
设计,16747,储物乐·极致物品寄存服务,7,1,10,0,1
设计,16427,智简碗-厨房从此变得更轻松,7,1,5,0,1
设计,15685,moonie熊保温杯,6,1,13,0,2
设计,16168,旗袍先生崔万志的新中式男装,6,1,9,0,1
设计,15562,益涂涂鸦魔法水 墙面变画板,6,1,4,0,2
设计,16164,思念系列原创手工银饰,7,1,8,1,7
设计,16649,闵祥君制宜兴纯手工紫砂壶,7,1,51,1,8
设计,16757,“随和”——便携随身茶盒,9,1,8,0,1
设计,16170,如何用一件T恤拯救中式原创,7,1,31,0,1
设计,16047,魔碟呼吸灯,9,1,5,2,1
设计,15872," 做有温度的原创插画手机壳",6,1,3,49,1
设计,15587,台湾不倒杯，动车设计师作品,6,1,37,4,2
设计,15558,茶素材，早已与你不期而遇。,5,1,5,9,2
设计,15651,以爱之名一钻一生一家人 ,12,1,9,1,1
设计,15397,西泠印社中国人中国印,6,1,5,0,3
设计,15498,【宫梳】一把值得收藏的好梳,8,1,3,0,6
设计,15438,珠联璧合之链恋定制手链,8,1,9,16,4
设计,15050,Hi杯，一只会打招呼的杯子,7,1,6,1,1
设计,15053,夜光拖鞋，照亮爸妈起夜的路,4,1,4,0,2
设计,14482,李楠篮球训练营招募计划,4,1,5,1,1
设计,13291,钻技真空锅 用不旧的全能锅,5,1,11,0,1
设计,15479,枪弹分离-3D分离式内裤,7,1,7,0,1
设计,14693,光爱宝高效漫反射婴幼儿灯具,7,1,6,0,1
设计,15373,新锐悬挂筷子，畅享筷意人生,6,1,7,0,1
设计,15199,一只符合我们审美的保护壳,7,1,5,0,6
设计,14150,阿潘达，钢铁熊猫手办,5,1,5,0,1
设计,14413,正反双向驱动儿童自行车,13,1,48,3,1
设计,14509,竹子城市休闲自行车,5,1,6,2,1
设计,14275,老乌山里，普洱茶香,7,1,4,0,1
设计,14997,优极原创分体设计运动水壶,8,1,6,2,1
设计,14684,扭腰客情侣浴巾,9,1,16,23,1
设计,13566,罗小黑的第一本漫画,6,1,3,0,1
设计,11397,思念星空系列 手工原创首饰,7,1,17,4,7
设计,11409,大师手绘保温骨质瓷茶具,9,1,5,0,4
设计,13602,九华山双溪寺平安吉祥吊坠,7,1,6,13,8
设计,13776,TTi-086钛项链&口哨,9,1,7,3,6
设计,13721,随形枕，做一名白日梦想家,5,1,21,1,1
设计,13679,跨越艺术与经典的红酒,9,1,6,1,2
设计,13834,ISSI多功能挂钩,6,1,4,0,11
设计,12033,“倾心”电脑支架,5,1,5,2,1
设计,11884,有爱才有家JUE-SI沙发,6,1,7,16,1
设计,13576,实木蓝牙音箱天然好声音,6,1,3,0,1
设计,12932,一只敢挑战世界冠军的行李箱,6,1,4,6,1
设计,12717,为手感而设计的个性移动电源,9,1,3,1,1
设计,11310,蠢萌七小侠  多功能机器人,9,1,8,8,21
设计,13610,鲜途欧洲真空保鲜专家,8,1,10,0,1
设计,9195,无茶具不生活 宜兴紫砂壶,9,1,40,1,8
设计,9601,WEIS东方意境香器-书香,8,1,3,0,6
设计,10729,禀临·阳光遥控吸顶灯,7,1,4,0,2
设计,8596,迪士尼高低床1001个梦想,6,1,53,5,3
设计,11039,OAKTAVA 木质背包,6,1,4,1,1
设计,9137,快乐美梦，从酷车儿童床开始,4,1,15,3,1
设计,10888,三足，重新鼎立,7,1,6,1,1
设计,11128,物由心造·峤·香盘,7,1,60,0,2
设计,10598,从桑园到床头，纯天然蚕丝被,8,1,23,0,1
设计,9135,厚工坊-私人定制酒,8,1,8,0,1
设计,9163,KeyBank时尚钥匙扣,7,1,9,0,1
设计,11016,曰，给你定制的香水礼物,5,1,8,0,2
设计,10868,浪漫樱花 手工银饰四件套,8,1,5,1,7
设计,10268,55°五五哥萌萌妹众筹上市,9,1,16,0,2
设计,9240,颠覆您对浴巾的一切想象,8,1,20,1,2
设计,10411,云南300年古树普洱熟茶,8,1,29,1,1
设计,8514,吉盛伟邦—床上众筹第二波,6,1,2,0,4
设计,8390,日本Akoya 海水の真珠,6,1,5,0,11
设计,8147,德国品质环保家装厨房套餐,6,1,9,0,1
设计,8200,唯润，不用洗涤精的餐具,9,1,5,0,4
设计,8326,光明，发现轻奢生活之美,4,1,4,0,1
设计,8587,由度-顾家家居功能沙发,4,1,5,0,1
设计,8434,用心经营生活 用爱装扮美家,4,1,26,0,1
设计,8155,轻松为家换新装,5,1,19,0,1
设计,8149,一盏灯，一个家,4,1,5,0,1
设计,8277,BOSS与设计师的一场赌约,6,1,6,0,1
设计,8435,现代卧室微智能全套家具,6,1,20,0,1
设计,8417,用心打造 幸福温馨客厅,5,1,0,0,1
设计,8171,梅德比食尚新煮意,5,1,4,0,1
设计,8215,构筑家的灵感,10,1,159,1,1
设计,8539,奇居良品轻奢混搭美式客厅,8,1,10,0,1
设计,8448,简单主义卧室家具套装,5,1,40,0,1
设计,7842,男神女神家居必备四神器,6,1,8,0,1
设计,6981,修复颈椎缓解疼痛的记忆枕,7,1,6,0,2
设计,7631,订制只属于你的“擦色”皮具,8,1,5,1,1
设计,7108,吉盛伟邦-床上众筹第三波,4,1,2,0,4
设计,6577,爱鹿系列手工银饰,6,1,2,1,7
设计,7191,一块蕴藏着天籁之声的原木,7,1,17,1,5
设计,7266,JUST GROW智能花盆,6,1,8,1,1
设计,7129,世家幻影便携气烤炉,8,1,0,0,5
设计,8048,木匠的梦想 做极致好家具,4,1,29,0,1
设计,7417,海德负离子护眼台灯,7,1,8,0,2
设计,7113,吉盛伟邦—床上众筹,5,1,5,0,4
设计,6707,【延续天然制作】软木包包,8,1,34,0,2
设计,7574,上海红星美凯龙-坐拥天下,4,1,3,0,1
设计,7937,镜悟·极简主义水杯,7,1,10,0,1
设计,7747,出门必备的出门宝收纳盒,7,1,5,1,1
设计,7452,汝瓷·宋代美学 灵性茶器,9,1,22,34,2
设计,5082,宜兴工艺师全手工原矿紫砂壶,7,1,41,1,8
设计,3988,MagicBar百变创意灯,8,1,9,0,1
设计,5748,Gift Box心意盒子,6,1,8,1,9
设计,5050,和您一起制作一把宜兴紫砂壶,8,1,22,5,3
设计,5100,爱情丝语蚕丝被,7,1,6,0,1
设计,6431,名师品牌♦德拉玮特商务包,7,1,4,2,2
设计,3510,好的T恤会说话,7,1,11,1,1
设计,5563,典雅轻奢 亭·爱全系列首饰,8,1,9,1,9
设计,5952,MacDaddy儿童防坠锁,8,1,36,21,2
设计,6564,【匠艺】红木U盘名片夹,10,1,6,11,3
设计,3610,日暮桦林落地灯,7,1,5,1,9
设计,4551,罗西尼至臻工艺商务机械男表,9,1,50,0,1
设计,5481,家用香蕉保鲜袋,6,1,23,4,1
设计,3627,骑士送玫瑰 圆她公主梦,5,99,4,0,1
设计,3546,秋裤界要出大事了,5,1,31,10,4
设计,3064,第二代智能电加热饭盒,8,1,5,1,9
设计,5580,小金刚迷你内燃式野营柴火炉,6,1,11,1,1
设计,2445,瑞星双频AC无线网卡,6,1,10,76,1
设计,1151,用原创设计传承国粹之美,4,64,7,0,1
设计,3384,牵手绘行者，圆你古装梦,5,1,8,4,1
设计,1014,《一件T恤的旅行》,5,79,7,1,1
设计,334,ASHES—自然气息的手工项链,6,55,10,0,1
设计,3488,今天，用今天的蓝边碗,9,1,23,0,1
设计,1655,Geek玩跨界 穿出你不同,8,1,13,0,1
设计,1650,90后女孩和她的紫砂梦,9,99,5,0,2
设计,2554,点亮幸福的火柴项链,5,1,16,0,1
设计,2576,imblu超级收纳洗漱包,16,1,15,1,9
设计,1881,潮牌原创设计之羊年穿羊,6,1,14,0,1
设计,1413,竹炭陶--会呼吸的餐具,7,1,9,0,1
设计,2531,设计师的乡愁和一支笔的故事,11,1,64,0,1
设计,1936,手机平板魔术支架,7,1,1,9,2
